Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI
n4805,2,5,1,1,2
n4802,3,8,2,7,34
g1902,4,8,3,6,12
n4803,2,6,1,2,32
n4800,2,6,2,7,53
n4801,2,6,2,8,34
g1906,4,5,6,12,10
n4808,2,5,2,8,30
n4809,3,7,2,7,30
n4806,2,5,1,1,2
g4180,4,8,5,19,2
n4807,2,5,2,7,2
g1913,4,9,5,15,7
g1917,4,9,10,22,14
g4153,4,8,4,11,6
g5489,4,8,2,5,35
g4157,4,10,4,10,3
g5485,4,8,4,13,33
n4826,3,9,3,6,9
n4827,2,7,1,2,11
n4824,2,6,4,9,20
n4825,2,6,1,2,11
n4822,3,12,1,2,19
n4823,2,8,1,2,19
n4820,3,9,1,1,17
n4821,5,15,2,9,20
n4828,3,12,3,6,11
n4829,3,9,3,4,17
g4164,4,8,3,8,8
g5499,4,9,2,6,16
g4169,4,8,5,11,5
g5495,4,8,2,5,37
n4815,2,6,6,12,5
n4816,2,6,3,3,21
n4813,2,6,1,2,13
n4814,3,10,2,4,11
n4811,3,12,3,6,24
n4812,2,7,1,2,15
n4810,2,6,1,2,26
g4172,4,9,3,6,8
n4819,4,14,2,2,13
n4817,4,14,1,2,14
n4818,3,12,5,12,13
g5467,4,8,5,8,15
g5462,4,10,4,12,12
n4840,3,7,1,1,9
n3510,2,8,3,4,21
n4841,3,10,1,1,18
n3517,2,4,3,6,18
n4848,3,9,3,4,17
n3518,3,7,1,2,11
n4849,3,9,3,4,17
n3515,2,5,1,1,20
n4846,3,9,2,3,17
n3516,3,6,6,15,17
n4847,2,6,1,1,18
n3513,2,3,2,4,23
n4844,4,11,1,1,18
n3514,2,3,1,1,19
n4845,3,9,2,3,18
n3511,2,4,1,1,23
n4842,2,6,2,3,19
n3512,2,3,2,2,22
n4843,3,9,2,3,17
g33935,4,12,0,0,7
n3519,2,4,3,3,19
g5475,4,8,2,6,20
g4141,4,10,4,7,15
g5471,4,9,3,7,18
g4146,4,6,5,12,3
g4145,4,8,5,11,24
n4830,4,16,1,2,29
n3506,3,10,3,6,11
n4837,2,8,2,5,42
n3507,3,9,1,2,25
n4838,3,7,1,0,20
n3504,2,6,1,2,11
n4835,4,16,2,3,29
n3505,2,8,4,15,18
n4836,2,8,2,5,49
n3502,2,8,6,9,2
n4833,3,12,1,3,13
n3503,2,3,2,6,7
n4834,4,16,2,2,28
n3500,2,8,6,9,2
n4831,2,8,1,3,44
n3501,2,8,6,9,12
n4832,3,12,1,3,13
g5481,4,8,3,7,22
n3508,4,10,1,1,24
n4839,4,7,1,0,10
n3509,4,6,1,1,19
g4112,4,8,5,7,26
n3531,2,3,2,2,22
n4862,3,10,1,1,11
n3532,2,3,2,4,23
n4863,2,5,4,5,10
g4116,4,10,4,10,27
n4860,3,9,1,1,10
n3530,2,4,1,1,23
n4861,4,14,4,6,13
g4119,4,6,3,7,1
n3539,2,4,2,4,9
n3537,3,7,1,2,11
n4868,2,8,1,1,16
n3538,2,4,3,3,19
n4869,2,6,1,1,11
n3535,3,6,6,15,17
n4866,2,5,2,3,6
n3536,2,4,3,6,18
n4867,2,8,1,4,17
n3533,2,3,1,1,19
n4864,2,5,3,5,10
n3534,2,5,1,1,20
n4865,2,5,2,3,6
g24151,0,0,0,0,0
g5456,4,8,3,6,18
g4125,4,8,5,6,7
g4122,4,10,4,13,27
g12184,4,7,5,13,25
n3520,2,4,2,4,9
n4851,2,6,1,1,18
n3521,2,5,1,2,20
n4852,3,9,2,4,17
n4850,4,6,1,1,19
n3528,4,6,1,1,19
n4859,4,10,2,3,11
n3529,2,8,3,4,21
n3526,3,9,1,2,25
n4857,2,5,1,1,7
n3527,4,10,1,1,24
n4858,4,14,1,1,18
g24166,1,0,0,0,1
n3524,2,2,8,16,22
n4855,2,8,1,2,13
g24167,1,0,1,5,1
n3525,2,6,4,14,16
n4856,2,8,1,2,13
g24168,1,1,2,4,2
n4853,3,9,2,4,17
g24169,1,1,1,1,2
n3523,2,8,3,6,15
n4854,2,2,1,2,3
g24162,1,1,2,3,2
g24163,1,1,3,3,2
g24164,1,1,1,1,2
g24165,1,1,1,3,2
g24161,1,1,1,1,2
g6751,0,0,1,1,0
g6752,0,0,0,0,0
g203,4,7,2,8,20
g6753,0,0,1,1,0
g6750,0,0,1,1,0
n3553,2,5,1,1,18
n4884,3,12,1,1,37
g21900,4,8,1,3,12
n3554,3,6,6,15,17
n4885,2,8,1,1,39
n2223,1,2,3,3,14
n3551,2,3,2,4,23
n4882,3,8,1,1,40
n2222,1,2,4,4,14
n3552,2,3,1,1,19
n4883,4,16,1,1,39
n4880,3,12,2,3,12
n3550,2,4,3,5,17
n4881,3,10,1,3,41
g21901,4,10,2,3,7
n2228,1,2,3,4,16
n3559,2,5,1,2,20
g24177,1,1,1,2,2
n2225,1,2,3,3,12
n3557,2,4,3,3,19
n4888,2,3,9,16,18
g24178,1,1,1,2,2
n2224,1,2,4,8,14
n3558,2,4,2,4,9
n4889,3,7,8,8,12
g24179,1,1,1,2,2
n3555,2,4,3,6,18
n4886,2,8,1,1,37
n2226,1,2,3,3,12
n3556,3,7,1,2,11
n4887,2,6,1,1,11
g24173,1,1,1,1,2
g24174,1,1,6,16,2
g24175,1,1,1,2,2
g24176,1,1,1,1,2
g209,4,8,2,6,11
g24170,1,1,0,0,2
g24171,1,1,1,1,2
g24172,1,1,1,8,2
n3542,2,8,3,6,15
n4873,3,6,1,1,10
n3543,2,8,3,8,18
n3540,2,5,1,2,20
n4871,3,12,2,3,10
g4104,4,9,5,8,22
n4872,4,14,4,9,2
n4870,2,5,1,1,4
g4108,4,9,4,7,21
n2218,1,2,3,4,16
n3548,2,4,1,1,23
n4879,2,8,1,1,11
n3549,2,3,2,2,22
n3546,4,6,1,1,19
n3547,2,8,3,4,21
n4878,4,10,1,1,5
n3544,3,9,1,2,25
n4875,3,9,1,2,3
n3545,4,10,1,1,24
n4876,2,8,1,1,13
g24184,1,1,1,3,2
g24185,1,1,0,0,2
g24180,1,1,1,2,2
g24181,1,1,1,1,2
g24182,1,1,1,1,2
g24183,1,1,3,15,2
test_so65,4,10,3,3,10
test_so66,4,8,2,3,10
g225,4,10,5,7,24
test_so67,4,10,2,4,8
test_so68,4,8,3,5,41
test_so69,4,8,5,6,10
g222,4,8,4,5,29
n2122,1,2,4,4,12
n3454,3,3,4,4,2
n4785,4,16,1,1,18
g6617,4,10,5,12,10
n3455,2,5,1,1,17
n4786,4,16,1,1,6
n3452,2,6,2,4,18
n4783,4,12,1,1,30
test_so60,4,8,4,7,29
n2123,1,2,3,4,14
n3453,2,5,3,3,19
n4784,2,5,1,1,17
test_so61,4,8,0,0,10
n3450,3,7,2,3,21
n4781,4,16,1,1,6
test_so62,4,8,1,2,15
g6613,4,10,4,7,10
n3451,2,5,3,7,5
n4782,4,16,1,1,6
g7946,1,4,0,0,35
test_so63,4,8,1,1,14
n2120,1,2,1,1,14
test_so64,4,7,0,0,9
n4780,5,16,1,1,7
n3458,3,3,4,4,2
n4789,4,16,1,1,6
n3459,2,5,1,1,22
n3456,2,5,2,14,11
n4787,2,5,1,1,17
n3457,2,5,3,3,14
n4788,4,12,1,1,7
test_so54,4,7,2,3,18
test_so55,4,8,1,3,18
test_so56,4,7,1,1,21
g6621,4,10,5,8,10
test_so57,4,10,4,12,12
test_so58,4,10,4,7,14
test_so59,4,8,2,3,12
n3443,2,5,1,2,4
n4774,3,9,1,1,13
n3444,2,8,6,9,2
n4775,2,8,2,3,24
g6629,4,10,5,12,10
n3441,3,7,2,4,8
n4772,3,9,1,1,11
n3442,3,6,1,2,36
n4773,3,9,1,1,13
test_so50,4,7,4,5,11
n4770,3,9,1,1,13
test_so51,4,8,4,7,33
n3440,2,6,3,3,37
n4771,3,9,1,1,11
test_so52,4,6,1,1,16
g6625,4,10,5,5,10
test_so53,4,8,4,5,22
n2119,1,2,3,3,12
n3449,2,6,1,2,5
n3447,2,8,6,9,26
n4778,4,18,1,2,8
n3448,2,7,1,2,5
n4779,5,16,1,1,7
n3445,3,5,1,1,3
n4776,3,9,1,2,12
n3446,2,8,6,9,2
n4777,3,9,1,2,21
g218,4,4,4,9,1
test_so87,4,9,4,5,12
test_so88,4,10,3,3,12
test_so89,4,8,1,2,21
g246,4,10,8,15,30
n3476,3,7,2,4,8
test_so80,0,0,0,0,0
n3477,3,6,1,2,14
test_so81,4,8,3,7,10
n3474,2,3,3,7,7
test_so82,4,10,3,3,10
n3475,2,6,3,3,15
test_so83,4,9,1,2,16
n2140,1,2,3,4,12
n3472,2,6,2,3,17
test_so84,4,10,3,3,10
n3473,5,10,1,2,18
test_so85,4,8,2,8,11
n3470,2,5,3,7,6
test_so86,0,0,0,0,0
n3471,2,6,2,3,18
n3478,2,5,1,2,13
n3479,2,8,6,9,11
test_so76,4,8,2,3,18
test_so77,4,10,1,2,32
test_so78,4,8,4,6,24
test_so79,4,7,5,9,10
g232,4,10,7,12,26
g6605,4,10,5,8,16
n3465,2,5,1,1,15
n4796,3,9,1,1,17
n3466,2,5,1,1,20
n4797,2,6,1,1,11
test_so70,4,10,3,3,16
n2135,1,2,2,4,16
n3463,2,5,3,3,12
n4794,3,9,1,1,11
test_so71,4,10,3,3,14
n2134,1,2,3,4,21
n3464,2,5,1,1,20
n4795,3,9,1,1,17
test_so72,4,10,3,5,12
g6601,4,10,5,7,14
n3461,2,5,1,1,22
n4792,3,9,1,1,17
test_so73,4,8,3,6,26
n3462,2,5,3,3,17
n4793,3,9,1,1,11
test_so74,4,5,1,1,5
n2131,1,2,3,4,16
n4790,4,16,1,1,11
test_so75,4,9,2,4,7
n3460,2,5,1,1,11
n4791,3,9,1,1,20
g6609,4,10,4,10,10
n3469,3,7,1,1,7
n2136,1,2,2,4,21
n3467,2,5,1,1,16
n4798,2,5,1,1,46
n2138,1,2,2,2,15
n3468,2,5,1,2,8
n4799,2,5,1,1,13
g239,4,10,8,12,28
test_so21,4,9,8,15,14
n3490,3,5,1,1,10
test_so22,4,10,4,4,3
g269,4,10,8,13,29
n3491,2,8,6,9,11
test_so23,4,10,2,2,12
test_so24,4,10,3,3,14
test_so25,4,8,2,10,5
test_so26,0,0,0,0,0
test_so27,4,8,2,3,4
test_so28,4,10,3,3,10
g262,4,10,8,11,27
n3498,2,3,3,5,8
n3499,2,8,1,2,12
n3496,2,5,2,3,14
n3497,3,6,1,2,6
n3494,2,5,2,4,4
n3495,2,8,7,11,12
n3492,2,8,6,9,27
test_so20,4,6,1,2,41
n3493,2,4,1,2,13
test_so29,4,10,4,7,24
test_so10,0,0,0,0,0
test_so11,4,9,4,5,14
n3480,3,5,1,1,10
test_so12,4,8,2,3,44
test_so13,4,10,3,3,9
test_so14,4,7,3,3,19
g255,4,10,7,11,25
test_so15,4,8,1,2,15
test_so16,4,7,1,1,21
test_so17,4,8,3,3,13
n3487,3,6,1,2,14
n3488,2,5,1,2,13
n3485,2,6,3,4,15
g7916,1,4,0,0,30
n3486,3,7,2,4,8
n3483,5,10,1,2,18
n3484,2,3,3,7,7
n3481,2,8,6,9,11
n3482,2,8,6,9,35
g20763,4,7,5,11,17
n3489,2,8,6,9,11
test_so18,4,8,2,3,12
test_so19,4,8,5,8,9
test_so43,4,10,3,4,10
test_so44,0,0,0,0,0
test_so45,4,8,1,2,3
test_so46,0,0,0,0,0
test_so47,4,8,3,4,16
test_so48,4,8,1,2,15
test_so49,4,8,4,9,39
test_so40,4,9,2,4,7
test_so41,4,8,1,2,17
test_so42,0,0,0,0,0
test_so32,4,8,2,2,40
test_so33,4,8,3,10,12
test_so34,4,8,2,3,12
test_so35,0,0,0,0,0
g278,4,7,3,7,16
test_so36,4,8,3,12,6
test_so37,4,10,3,3,20
test_so38,4,8,5,8,10
test_so39,0,0,0,0,0
n2172,1,2,2,7,12
test_so30,4,9,4,8,10
test_so31,4,9,1,2,17
g25609,3,7,2,5,17
g26939,4,10,1,5,23
g25604,4,11,2,5,13
g25605,6,16,1,3,17
g26938,5,9,1,6,9
g26932,6,18,1,4,12
g25600,4,11,2,6,15
g25601,4,11,2,7,13
g26931,6,18,1,4,13
g25602,6,16,2,6,11
g26934,6,18,1,4,19
g26933,6,18,1,3,18
g26930,6,18,1,5,19
g298,4,10,3,5,23
g12300,4,8,8,20,24
g25619,3,7,1,5,10
g294,4,10,2,5,22
g291,4,10,3,8,21
g26947,4,9,2,5,4
g25615,4,11,1,5,13
g26946,4,9,1,3,4
g25616,5,12,2,4,20
g26949,4,12,1,4,2
g25617,4,12,2,7,9
g25618,4,12,1,6,11
g26948,2,7,1,4,14
g25611,4,12,2,7,13
g25612,4,12,2,17,15
g25613,4,10,1,6,7
g26945,6,14,1,4,11
g25614,6,13,1,5,9
g26944,2,5,1,3,6
g26940,4,10,1,3,7
g25610,6,13,2,13,11
g1783,4,9,7,21,14
g25626,4,17,2,9,36
g26958,3,9,1,2,12
g25627,6,16,2,4,29
g26957,4,12,1,4,9
g25628,4,8,2,4,17
g25629,4,8,2,5,43
g26959,4,6,3,7,10
g25622,2,5,2,6,40
g26954,6,17,2,5,11
g26953,2,5,2,6,8
g25623,4,11,2,10,42
g25624,6,15,1,6,33
g26956,2,7,1,4,14
g25625,4,11,1,5,37
g26955,4,12,2,3,14
g26950,3,9,2,7,8
g26952,3,5,1,3,9
g25621,4,13,1,5,10
g26951,3,7,1,6,11
g1792,4,9,4,10,20
g26969,4,8,2,8,9
g25637,4,8,2,6,17
g26968,4,7,1,4,3
g25638,4,8,2,6,27
g1798,4,9,5,12,7
g25639,5,9,2,12,18
g25633,6,15,1,6,37
g26965,2,6,1,3,9
g25634,4,11,1,6,42
g26964,4,10,1,4,10
g26967,4,7,2,2,3
g25635,4,11,2,10,11
g26966,4,7,1,3,3
g25636,4,10,2,4,9
g26961,4,7,1,2,3
g26960,4,8,4,12,11
g25630,4,13,1,6,14
g26963,4,7,1,4,3
g25631,2,5,2,7,45
g26962,4,7,1,4,3
g25632,4,11,2,9,47
g1760,4,9,6,18,12
g1768,4,8,3,7,12
DFF_1338_n1,4,8,1,1,11
g26907,6,17,2,9,29
g26906,6,17,1,8,28
g1772,4,9,6,14,10
g26909,4,10,2,5,9
g26908,6,17,1,6,30
g26903,6,17,1,7,25
g1779,4,9,4,11,7
g26902,6,17,1,7,24
g26905,6,17,1,8,27
g26904,6,17,1,8,26
g26901,6,17,2,7,23
g26900,2,5,1,4,21
g26918,4,9,1,6,11
g26917,4,17,2,10,36
g26919,6,15,2,4,31
g1740,4,10,4,9,10
g26914,4,8,1,5,39
g26913,6,15,1,6,46
g26916,4,17,2,10,39
g1744,4,4,3,7,10
g26915,4,11,2,10,11
g26910,2,6,2,7,11
g26912,6,15,2,6,25
g1748,4,8,3,7,10
Tj_Trigger,3,7,1,2,16
g1752,4,8,2,11,10
g26929,6,18,1,4,16
g26928,6,18,1,5,2
g1756,4,8,3,5,10
g26925,4,9,1,5,11
g26924,4,17,2,9,41
g26927,6,18,1,5,5
g26926,4,9,2,13,14
g26921,4,8,1,5,44
g26920,6,15,1,6,51
g26923,4,17,2,10,44
g26922,4,11,2,10,11
g1840,4,8,2,7,7
g1844,4,9,3,7,18
g24236,5,14,1,5,32
g26899,4,9,2,5,13
g1848,4,4,4,7,20
g24237,4,10,2,5,9
g26898,4,13,2,6,12
g24238,4,15,1,5,50
g24239,6,16,1,4,23
g24232,4,10,2,3,9
g26895,6,16,2,6,10
g26894,4,8,2,10,17
g24233,2,5,2,5,36
g26897,4,11,1,5,22
g24234,4,11,2,5,38
g24235,4,11,1,5,40
g26896,6,17,2,5,11
g26891,4,11,2,4,12
g26890,4,10,1,4,9
g26893,3,10,1,5,16
g26892,4,8,1,3,14
g24231,2,6,2,6,22
g1854,4,8,3,8,22
g24247,2,6,2,6,27
g24248,4,10,2,3,9
g24249,2,5,2,4,41
g1858,4,8,2,7,22
g24243,3,6,1,5,26
g24244,2,6,2,6,23
g24245,3,6,2,6,22
g24246,2,6,1,6,20
g24240,4,9,2,8,28
g24241,2,6,2,4,33
g24242,4,10,2,10,19
g4098,4,9,6,13,10
g1821,4,8,4,7,12
g25589,0,0,0,0,0
g24258,4,10,2,11,24
g24259,3,6,2,7,31
g1825,4,4,6,16,1
g25585,0,0,0,0,0
g24254,4,15,1,4,22
g25586,0,0,0,0,0
g24255,6,16,1,3,28
g25587,0,0,0,0,0
g24256,4,9,2,8,33
g25588,0,0,0,0,0
g24257,2,6,2,4,38
g24250,4,11,2,4,43
g25582,0,0,0,0,0
g24251,4,11,1,6,45
g25583,0,0,0,0,0
g24252,4,10,2,6,9
g25584,0,0,0,0,0
g24253,4,10,1,4,9
g1830,4,8,2,6,3
g1834,4,8,2,6,5
g24269,4,8,1,4,34
g25596,4,9,2,8,15
g25597,4,8,1,6,13
g24266,4,11,1,4,6
g24267,4,17,2,8,16
g25598,4,9,2,8,17
g25599,3,8,1,2,19
g24268,4,8,2,10,32
g24261,3,6,2,7,27
g25592,4,8,1,5,30
g24262,2,6,1,6,25
g25593,4,10,2,5,10
g25594,3,7,2,5,15
g24263,5,12,2,17,8
g25595,3,9,1,5,22
g25590,0,0,0,0,0
g25591,4,10,1,2,2
g24260,2,6,2,7,16
g1802,4,10,8,15,28
g4082,4,9,6,13,10
g4087,4,8,6,18,16
g24207,4,11,1,5,13
g1811,4,8,5,10,22
g24208,6,15,1,4,14
g24209,4,10,2,8,11
g24203,4,11,1,4,15
g1816,4,10,4,6,10
g24204,4,11,1,4,13
g24205,6,15,1,2,9
g24206,4,11,1,5,15
g24200,6,13,1,9,11
g24201,4,11,1,6,13
g24202,4,11,1,6,19
g4093,4,10,6,17,19
g4054,4,10,6,16,12
g12238,4,8,7,17,22
DFF_420_n1,4,8,1,1,5
g4057,4,8,7,14,8
g26877,2,7,0,0,21
g24214,5,15,2,9,34
g26876,2,7,0,0,20
g24215,4,13,2,8,30
g24216,4,11,2,9,20
g24210,3,8,1,3,18
g24211,4,9,2,3,16
g26875,2,6,0,0,14
g24212,2,2,3,4,3
g24213,3,7,1,5,24
g4064,4,5,5,15,11
g26888,4,10,2,3,10
g26887,5,13,2,6,6
g26889,2,6,1,3,19
g26884,4,9,1,4,8
g26883,4,7,1,3,8
g26886,6,14,2,5,6
g26885,4,9,3,6,6
g26880,2,2,2,6,3
g26882,5,12,2,5,5
g26881,4,7,2,8,3
g4072,4,8,4,8,9
g4031,4,8,5,14,35
g4035,4,10,3,7,12
n4705,5,14,1,1,15
n4706,4,12,1,1,37
n4703,3,7,1,2,17
n4704,2,6,1,1,16
n4701,5,14,1,1,15
n4702,4,12,1,1,9
n4700,2,6,1,1,16
g4040,4,8,7,11,37
n4707,3,7,1,2,17
n4708,2,6,1,1,16
g4045,4,8,5,9,39
g4049,4,7,6,8,11
n4720,3,7,2,2,18
g5348,4,8,4,7,10
n4727,2,5,1,2,8
n4728,3,7,1,1,7
n4725,3,9,2,5,15
n4726,3,10,2,3,17
n4723,2,8,4,6,12
n4724,2,8,3,6,11
n4721,2,5,3,3,25
n4722,2,5,3,6,12
n4729,2,6,2,4,33
g5357,4,10,6,19,12
g6682,4,8,3,12,10
g5352,4,7,5,9,11
n4716,3,10,2,2,9
n4717,2,4,1,1,10
n4714,2,4,2,2,13
n4715,2,3,1,1,14
n4712,3,7,1,1,7
n4713,2,8,2,2,6
n4710,4,12,1,1,11
n4711,3,7,1,1,7
n4718,3,10,2,2,12
n4719,2,4,1,1,13
g6653,4,10,4,8,10
g301,4,7,5,6,27
n3410,2,6,3,3,22
n4741,4,16,1,1,15
n3411,3,7,2,4,8
n4742,2,5,1,1,13
n4740,4,16,1,1,18
g6657,4,10,4,6,9
n3418,5,10,1,2,9
n4749,3,9,1,1,11
n3419,2,3,3,7,7
n3416,2,8,6,9,11
n4747,3,9,1,1,13
n3417,2,8,6,9,9
n4748,3,9,1,1,11
g24276,4,8,2,10,36
n3414,2,8,6,9,11
n4745,4,16,1,1,11
g24277,4,8,1,5,38
n3415,3,5,1,1,10
n4746,3,9,1,1,32
g24278,3,6,1,6,10
n3412,3,6,1,2,21
n4743,4,12,1,1,16
g24279,4,8,1,1,13
n3413,2,5,1,2,13
n4744,4,16,1,1,15
g24272,4,8,2,9,27
g24273,4,8,1,5,29
g24274,3,6,1,6,10
g24275,4,17,2,8,15
g305,4,6,2,5,4
g24270,3,6,1,6,10
g24271,4,17,2,9,65
test_so98,4,8,1,2,11
test_so99,4,10,2,3,16
test_so90,4,8,2,3,10
n4730,2,8,2,3,28
test_so91,4,8,3,4,31
n3400,2,6,3,3,12
n4731,3,9,1,2,12
test_so92,0,0,0,0,0
test_so93,4,7,1,1,16
test_so94,4,9,7,14,14
test_so95,4,10,3,4,12
test_so96,4,8,1,2,32
test_so97,4,8,1,2,40
g5339,4,8,4,7,6
n3407,2,8,6,9,29
n4738,4,12,1,1,34
n3408,5,10,1,2,25
n4739,2,5,1,1,13
n3405,3,5,1,1,10
n4736,4,16,1,1,15
n3406,2,8,6,9,11
n4737,4,16,1,1,2
n3403,2,5,1,2,13
n4734,5,16,1,1,16
n3404,2,8,6,9,11
n4735,5,16,1,1,16
n3401,3,7,2,4,8
n4732,3,9,1,2,33
n3402,3,6,1,2,11
n4733,4,18,1,2,17
g24280,4,13,2,4,12
g24281,2,3,1,5,10
n3409,2,3,3,7,7
g24282,4,8,1,3,13
g324,4,9,5,14,7
g6633,4,10,4,6,10
n3432,3,6,1,2,14
n4763,4,16,1,1,18
n3433,2,5,1,2,13
n4764,4,16,1,1,15
n2102,1,2,3,4,31
n3430,2,6,3,3,15
n4761,4,12,1,1,25
n2101,1,2,2,4,6
n3431,3,7,2,4,8
n4762,2,5,1,1,13
n4760,4,16,1,1,15
g6637,4,10,5,10,10
n2108,1,2,1,2,12
DFF_992_n1,4,8,1,1,7
n3438,5,10,1,2,40
n4769,3,9,1,1,9
n3439,2,3,3,7,7
g24298,2,5,1,3,9
n3436,2,8,6,9,11
n4767,4,16,1,1,15
n2103,1,2,2,4,31
n3437,2,8,6,9,20
n4768,4,16,1,1,2
n3434,2,8,6,9,11
n4765,2,5,1,1,13
n3435,3,5,1,1,10
n4766,4,12,1,1,16
g329,4,8,3,9,7
g6641,4,10,4,7,10
g311,4,8,5,11,4
g6649,4,10,4,5,10
n3421,3,7,2,4,8
n4752,3,8,1,5,11
n3422,3,6,1,2,5
n4753,2,8,2,3,19
n4750,3,9,1,1,13
n3420,2,6,3,3,6
n4751,3,9,1,1,13
g6645,4,10,5,8,10
n3429,2,3,3,7,7
n3427,2,8,6,9,9
n4758,5,16,1,1,16
n3428,5,10,1,2,18
n4759,4,16,1,1,15
n3425,3,5,1,1,10
n4756,4,18,1,2,17
n3426,2,8,6,9,11
n4757,5,16,1,1,16
n3423,2,5,1,2,13
n4754,3,9,1,2,12
n3424,2,8,6,9,11
n4755,3,9,1,2,10
g316,4,8,3,7,9
g347,4,8,3,10,11
g29250,4,11,1,6,21
g4311,4,6,8,16,23
n2485,2,6,3,6,38
n2484,2,6,1,2,40
g18597,2,5,2,3,8
n2487,2,6,3,6,20
n2486,2,6,1,2,22
g5644,4,8,4,10,10
n2481,2,8,1,1,21
n2480,5,7,1,1,20
n2483,2,8,1,1,13
n2482,5,6,1,1,14
n2488,5,10,1,2,15
g29248,4,11,1,5,14
g29249,4,14,1,6,16
g29246,4,11,1,6,21
g29247,4,14,1,4,23
g29244,4,11,1,4,21
g29245,4,14,1,6,23
g29242,4,11,1,5,21
g29243,4,14,1,6,23
g29240,4,11,1,6,14
g29241,4,14,1,5,16
g336,4,10,4,9,7
g29260,4,12,2,4,31
g29261,4,8,2,5,33
g333,4,8,4,9,9
g4322,4,10,6,15,36
n2474,2,5,4,5,9
n2473,2,5,4,5,36
n2476,3,6,1,2,22
n2475,2,5,5,6,2
n2470,2,4,1,2,9
n2472,5,10,1,2,10
n2471,3,9,3,3,8
n2478,2,5,5,5,27
n2477,2,4,4,4,21
g29259,4,11,2,4,38
n2479,2,8,4,4,11
g29257,6,15,2,5,19
g29258,5,15,1,3,34
g29255,4,14,1,6,23
g29256,5,14,2,8,12
g29253,4,14,1,5,23
g29254,4,11,1,5,21
g29251,4,14,1,6,23
g29252,4,11,1,6,21
g29271,4,11,2,5,29
g29272,4,12,2,4,35
g29270,5,15,1,4,25
g17291,4,8,5,17,46
g29268,4,9,2,5,32
g29269,6,15,2,6,12
g29266,4,12,2,4,26
g29267,4,8,2,6,28
g29264,5,15,1,3,37
g29265,4,11,2,5,4
g29262,4,9,2,4,29
g29263,6,15,2,4,18
g29282,4,11,2,4,33
g358,4,8,7,17,12
g29283,4,12,2,5,6
g29280,6,15,2,6,3
n2490,5,10,1,2,10
g355,4,8,3,9,15
g29281,5,15,1,3,29
g4300,4,7,4,6,3
n2496,2,5,1,1,10
n2498,4,5,1,1,6
n2497,5,10,1,2,6
n2492,2,1,4,6,1
g4308,4,8,3,7,12
n2494,4,5,1,2,6
n2493,2,5,1,2,11
n2499,2,5,1,1,6
g29279,2,4,2,5,15
g29277,2,4,2,4,10
g29278,3,7,1,3,17
g29275,4,8,2,9,15
g29276,3,7,1,4,12
g29273,4,8,2,6,37
g29274,4,9,2,4,20
g385,4,8,7,18,18
g5607,4,6,5,8,1
g5603,4,10,5,9,10
g376,4,8,7,22,16
g31521,4,14,0,0,13
g5615,4,10,4,6,10
g370,4,8,6,18,14
g5611,4,10,4,9,10
g29219,0,0,0,0,0
g29217,0,0,0,0,0
g5619,4,10,4,6,9
g29218,4,8,5,10,10
g29215,0,0,0,0,0
g29216,0,0,0,0,0
g29213,0,0,0,0,0
g29214,0,0,0,0,0
g29211,0,0,0,0,0
g29212,0,0,0,0,0
g29210,0,0,0,0,0
g20899,4,10,3,8,12
g29228,4,9,1,4,28
g29229,6,15,2,5,3
g29226,6,13,2,5,3
g29227,6,15,1,3,38
g29224,6,15,2,6,12
g29225,4,9,1,5,15
g29222,6,16,2,6,17
g29223,5,13,2,7,21
g29220,0,0,0,0,0
g29221,0,0,0,0,0
g392,4,10,9,17,12
g29239,4,10,2,4,9
g29237,4,10,2,6,9
g29238,4,10,2,5,9
g29235,6,14,2,6,33
g29236,4,10,2,6,10
g29233,4,10,2,6,9
g29234,4,10,2,3,9
g29231,4,10,2,6,10
g29232,4,10,2,6,9
g29230,6,14,2,5,27
g25729,4,10,1,2,7
g25728,2,5,3,4,7
g25721,5,17,2,3,15
g25722,4,11,1,5,14
g25720,4,11,2,4,36
g12422,4,8,8,18,4
g25736,4,11,2,7,14
g25733,4,8,2,5,19
g25734,4,11,2,5,18
g25735,5,17,2,2,15
g25730,4,9,2,3,3
g25747,4,8,2,6,21
g25748,4,11,2,5,12
g25749,5,17,2,4,15
g25743,4,10,1,2,11
g25744,4,9,2,4,26
g25742,2,5,3,3,23
g25758,4,9,2,3,16
g25756,2,5,3,5,13
g25757,4,10,1,2,40
g25750,4,11,1,6,16
g29293,5,15,1,4,17
g29294,4,11,2,4,21
g29291,4,9,2,4,12
g29292,6,15,2,5,9
g29290,4,8,2,5,34
n6007,4,6,3,7,10
n6006,4,9,1,4,13
n6005,4,9,1,4,13
n6004,6,24,1,0,8
n6003,4,16,1,0,6
n6002,4,16,1,0,10
n6001,3,10,7,7,7
n6000,2,5,1,2,11
n6009,2,8,1,1,30
n6008,4,10,1,1,30
g29288,4,11,2,5,21
g29289,4,12,2,5,32
g29286,6,15,2,6,44
g29287,5,15,1,3,17
g29284,4,8,2,5,8
g29285,4,9,2,5,24
g29299,5,15,1,3,19
g29297,4,9,2,4,12
g29298,6,15,2,5,13
g29295,4,12,2,4,14
g29296,4,8,2,6,16
n6021,1,4,7,13,30
g25707,5,17,2,3,6
n6029,1,1,5,17,7
g25708,4,11,1,5,26
n6028,1,2,11,17,12
n6027,1,2,3,8,12
