Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI,inFF1,inFF2
g9,4,8,6,21,11,1,1
n3249,4,10,1,2,18,2,2
n3247,3,8,1,2,17,1,3
n4578,3,9,1,2,12,0,6
n3248,2,4,4,8,7,0,2
n4579,3,9,1,2,7,0,6
n3270,2,6,2,3,32,2,3
n3271,2,6,1,2,34,2,3
n3278,2,6,1,2,21,2,2
n3279,3,9,3,6,19,2,2
g1585,4,8,4,18,26,2,3
n3276,2,7,3,6,20,1,3
n3277,2,6,3,6,23,2,1
n3274,2,6,3,6,14,2,2
n3275,2,5,1,1,10,1,1
g1589,4,7,5,6,28,1,2
n3272,2,6,3,6,32,2,2
n3273,2,6,1,2,16,2,2
g12919,4,8,7,19,20,1,3
n4590,2,5,1,1,13,1,1
n3260,2,3,1,2,41,0,1
n4591,4,12,1,1,16,0,12
g1592,4,7,4,10,10,1,2
n3267,3,9,1,1,4,1,2
n4598,3,9,1,1,13,2,3
n3268,2,3,1,2,34,0,1
n4599,3,9,1,1,13,2,2
n3265,2,8,1,1,8,1,2
n4596,3,9,1,1,2,2,1
n3266,4,11,6,14,3,1,4
n4597,3,9,1,1,11,2,2
n3263,2,4,1,1,5,0,1
n4594,3,9,1,1,6,2,3
n3264,3,4,1,1,9,0,1
n4595,3,9,1,1,13,2,3
n3261,2,5,3,12,26,1,1
n4592,4,16,1,1,15,4,5
n3262,2,6,2,3,39,2,3
n4593,4,16,1,1,11,4,6
n3269,2,5,3,12,21,1,1
g12923,4,8,8,18,25,1,3
n3292,2,5,5,11,13,1,1
n3293,2,8,3,4,20,2,2
n3290,4,8,1,1,21,0,6
n3291,2,8,3,4,20,2,2
g2890,4,7,5,8,10,1,2
n3298,2,5,5,11,13,1,1
g1564,4,6,6,10,19,1,1
n3299,2,5,5,11,13,1,1
n3296,2,5,5,11,4,1,1
n3297,4,8,1,1,21,0,6
n3294,2,5,5,11,13,1,1
g2898,4,7,4,7,11,1,2
n3295,2,5,5,11,13,1,1
n3281,2,7,3,6,22,1,2
n3282,2,4,3,4,23,0,2
n3280,2,6,1,2,24,2,3
n3289,2,5,5,11,13,1,1
n3287,2,5,5,11,4,1,1
n3288,2,8,3,5,17,2,2
n3285,5,12,1,1,18,0,6
n3286,2,8,3,6,17,2,2
n3283,4,18,1,2,19,2,2
g1579,4,8,3,8,30,2,2
n3284,5,12,1,1,18,0,6
g33011,5,12,2,8,2,2,2
g33010,5,14,2,6,5,2,3
g33013,5,14,2,10,19,2,4
g33012,5,13,1,10,13,3,1
g33015,5,12,2,7,14,2,3
g33014,5,14,2,5,5,2,3
g33017,5,14,2,10,19,2,4
g33016,5,13,1,10,13,3,2
g2873,4,10,5,8,8,1,3
g1542,4,8,4,10,3,1,2
g2878,4,7,4,8,15,1,2
g1548,4,2,4,9,17,0,1
g23683,4,8,5,17,21,2,2
g33019,5,10,2,11,9,1,3
g33018,5,14,2,4,39,2,3
g33000,5,13,1,9,13,3,2
g33002,5,14,2,6,12,2,3
g33001,5,14,2,9,19,2,4
g2882,4,7,4,4,13,1,2
g33004,5,13,1,10,13,3,2
g33003,5,12,2,8,9,2,3
g33006,5,14,2,6,13,2,3
g33005,5,14,2,10,12,2,4
g2886,4,7,5,7,17,1,1
g1554,4,8,4,7,18,1,2
DFF_150_n1,4,8,1,1,11,1,1
g1559,4,8,4,7,19,1,2
g33008,5,13,1,8,13,3,2
g33007,5,12,2,8,22,2,3
g33009,5,14,2,9,19,2,4
g1521,4,8,3,9,10,1,2
g2852,4,10,5,11,12,1,4
g2856,4,7,5,9,7,1,2
g2860,4,10,5,6,12,1,3
g1532,4,8,4,9,10,1,2
g2864,4,7,4,7,9,1,3
g2868,4,10,5,9,3,1,3
g1536,4,4,5,12,1,0,1
g2831,4,7,2,6,23,1,2
g1500,4,8,4,12,34,1,1
g2834,4,7,2,7,23,1,2
g2841,4,8,4,10,5,2,3
g1514,4,7,6,16,37,1,1
g2844,4,10,4,9,12,1,3
g23652,0,0,0,0,0,0,0
g2848,4,7,4,10,5,1,2
g11678,4,8,2,8,26,2,2
n9312,4,8,1,5,9,1,2
n9314,4,8,1,3,10,1,2
g1600,4,8,3,6,11,1,3
g2932,4,8,3,6,14,1,2
g1604,4,10,4,8,10,1,3
g2936,4,10,6,11,2,1,3
g1608,4,8,2,4,10,1,2
g17715,4,8,5,12,3,2,3
n9302,4,5,1,2,44,1,1
n9303,4,8,2,7,10,1,2
g17711,4,8,7,19,25,2,3
n9306,4,8,2,6,11,1,3
g2941,4,3,5,9,1,0,1
g1612,4,8,3,13,10,1,2
g2946,4,8,5,9,6,1,2
n9336,4,8,1,4,13,2,3
g17722,4,8,6,15,32,2,3
g5188,4,4,5,21,37,0,1
g2912,4,10,6,10,3,1,4
n9332,4,8,1,6,5,1,1
g2917,4,7,5,9,7,1,3
n9322,4,8,1,5,11,1,1
n9324,4,8,2,11,22,1,2
n9325,4,8,1,3,4,1,2
g5196,4,10,4,8,5,1,4
n9327,4,8,2,3,11,1,1
g2922,4,10,6,7,3,1,3
g2927,4,7,6,15,9,1,2
g17739,4,8,6,19,7,2,3
n9357,4,8,1,4,11,1,1
g6494,4,8,3,6,15,2,2
g5164,4,6,5,17,10,1,2
g34249,6,17,2,5,26,4,6
g34240,0,0,0,0,0,0,0
n9351,4,8,2,4,5,1,1
n9352,4,8,2,3,10,1,2
g5170,4,4,6,27,1,0,1
g34233,0,0,0,0,0,0,0
g34234,0,0,0,0,0,0,0
g34232,0,0,0,0,0,0,0
g34237,0,0,0,0,0,0,0
n9348,4,6,2,6,8,1,0
g34238,0,0,0,0,0,0,0
g34235,0,0,0,0,0,0,0
g5176,4,8,4,15,3,1,2
g34236,0,0,0,0,0,0,0
n9340,4,10,2,10,26,1,5
g2902,4,7,5,8,5,1,3
g34239,0,0,0,0,0,0,0
g5180,4,8,5,18,35,1,3
g34266,4,10,2,3,9,1,2
g34267,4,10,2,4,9,1,2
g34264,4,10,2,4,9,1,2
g34265,4,13,2,6,9,3,3
g5142,4,4,2,7,9,0,1
g34268,4,10,2,3,9,1,2
g34269,4,10,2,4,9,1,2
g34262,4,10,2,3,9,1,2
g34263,4,10,2,4,9,1,2
g34260,4,13,2,6,9,3,3
g34261,4,10,2,4,9,1,2
g34255,4,10,1,5,9,1,5
g5156,4,8,3,8,25,1,2
g34256,4,9,1,7,15,1,2
n9367,4,8,2,4,10,1,2
g34253,2,4,2,5,10,0,2
g34254,4,10,2,7,7,1,4
g34259,4,7,2,5,20,1,1
g5152,4,9,2,8,7,1,3
g34257,4,10,2,13,9,1,3
g34258,4,10,2,14,9,1,3
g34251,6,15,2,6,18,4,6
g34252,6,15,2,6,36,4,6
g34250,6,17,2,5,23,4,6
g5160,4,8,2,7,2,1,2
g5124,4,9,3,10,30,1,2
g5120,4,8,5,12,27,1,3
g17787,4,8,6,13,3,2,4
g5134,4,8,2,7,34,1,3
g5138,4,8,4,9,7,1,2
test_so100,0,0,0,0,0,0,0
n5817,4,8,2,3,11,1,2
n5816,4,8,2,3,11,1,2
n5815,4,8,2,3,11,1,2
n5814,4,8,2,3,11,1,3
n5813,4,8,2,3,11,1,2
n5812,4,8,2,3,11,1,2
n5811,4,8,2,3,11,1,3
n5810,4,8,2,3,24,1,3
n5819,4,8,2,5,13,2,3
n5818,4,8,2,3,3,1,2
g5112,4,8,3,8,11,2,2
g6444,4,4,2,7,4,0,1
g5115,4,10,4,11,12,1,2
n5806,4,8,2,3,12,1,3
n5805,4,8,2,3,22,1,3
n5804,4,8,2,3,10,1,2
n5803,4,8,2,3,10,1,2
n5802,4,8,2,3,10,1,3
n5801,4,8,2,3,7,1,2
n5800,4,8,2,3,10,1,3
n5809,4,8,2,3,22,1,3
n5808,4,8,2,3,30,1,3
n5807,4,8,2,3,34,1,3
g17743,4,8,4,12,7,2,3
n5831,4,9,1,1,13,1,3
n4500,2,4,1,1,43,0,3
n5830,4,9,1,1,4,1,3
n4507,2,6,2,2,15,1,1
n5839,4,8,1,1,12,1,2
n4508,4,11,1,2,34,1,4
n5838,4,8,1,1,12,1,2
n4505,2,4,1,1,43,0,3
n5837,4,8,1,1,12,1,2
n4506,2,4,1,1,37,0,2
n5836,4,8,1,1,12,1,3
n4503,4,10,1,2,37,1,2
n5835,4,8,1,1,12,1,2
n4504,2,5,3,4,36,1,2
n5834,4,8,1,1,12,1,2
n4501,2,5,1,1,34,0,4
n5833,4,9,1,1,28,1,4
n4502,2,6,2,2,15,1,2
n5832,4,9,1,1,13,1,3
n4509,3,12,3,4,33,3,4
n5820,4,9,1,2,5,1,1
n5828,4,9,1,1,46,1,3
n5827,4,9,1,3,7,1,3
n5826,4,6,1,1,4,0,4
n5825,4,8,1,1,13,1,3
n5824,4,10,1,1,7,1,3
n5823,4,8,1,2,7,1,2
n5822,4,8,1,1,10,1,2
n5821,4,9,1,1,35,1,4
n5829,4,9,1,1,4,1,3
DFF_491_n1,4,8,1,1,4,1,2
g17764,4,8,5,11,36,2,3
n4521,2,7,1,1,30,1,3
n5853,4,8,1,1,10,1,3
n4522,2,6,1,1,21,1,2
n5852,4,8,1,1,10,1,2
n5851,4,6,1,1,37,1,1
g17760,4,4,6,16,1,1,2
n4520,3,12,6,9,32,3,3
n5850,4,6,1,1,42,1,1
n4529,2,6,1,2,18,2,1
n4527,2,8,3,5,13,1,3
n5859,4,8,1,1,10,1,2
n4528,2,6,1,2,20,1,1
n5858,4,8,1,1,10,1,2
n4525,2,3,3,4,14,0,1
n5857,4,8,1,1,10,1,2
n4526,2,5,3,5,17,1,1
n5856,4,8,1,1,10,1,2
n4523,2,6,2,2,18,2,1
n5855,4,8,1,1,10,1,2
n4524,2,4,1,1,15,1,2
n5854,4,8,1,1,10,1,2
g17778,4,8,6,16,30,2,3
n4510,2,4,1,1,43,0,3
n5842,4,2,1,1,22,0,0
n4511,2,5,1,1,34,0,4
n5841,4,8,1,1,12,1,2
n5840,4,8,1,1,12,1,2
n4518,2,4,3,5,10,0,3
n4519,2,7,3,5,12,1,4
n5849,4,4,1,4,12,1,2
n4516,2,6,2,3,13,2,2
n5848,4,9,1,2,7,1,3
n4517,2,4,1,2,11,1,2
n5847,4,9,1,2,18,1,3
n4514,2,7,3,6,25,1,4
n5846,4,5,1,1,16,0,1
n4515,2,7,1,2,16,1,3
n5845,4,9,1,2,15,1,3
n4512,2,6,2,2,15,1,2
n5844,4,8,1,2,19,1,2
n4513,2,6,1,2,27,2,3
n5843,4,10,1,2,27,1,5
g33990,4,10,2,4,8,1,2
g33992,6,15,1,4,9,2,2
g33991,4,10,2,4,6,1,2
g6732,4,4,5,7,1,0,1
g101,4,8,3,8,12,1,1
g33994,4,10,2,5,10,1,2
g100,0,0,1,1,0,0,0
g33993,6,13,1,4,2,2,1
g33996,4,10,2,4,9,1,2
g33995,4,10,2,5,9,1,2
g5406,4,8,2,9,20,1,2
n3575,3,7,1,2,11,2,1
n3576,2,4,3,3,12,0,1
n3573,3,11,6,15,10,2,4
n3574,2,4,3,6,11,0,2
n3571,2,3,1,1,12,0,0
n3572,2,6,1,1,17,0,5
g6736,4,7,6,8,11,1,2
n3570,2,3,2,4,23,1,0
n3577,2,4,2,4,9,0,2
n3578,2,5,1,2,13,1,1
g33998,4,10,2,5,9,1,2
g33997,4,10,2,5,9,1,2
g33999,6,15,1,4,9,2,2
g6741,4,10,6,19,12,1,3
g33981,4,10,2,4,9,1,2
g33980,4,10,2,5,10,1,2
g33983,4,10,2,4,9,1,1
g33982,4,10,2,5,9,1,2
g33985,6,15,1,5,9,2,2
g33984,4,10,2,5,9,1,2
g6748,0,0,1,1,0,0,0
n3564,4,10,1,1,24,1,2
n4895,2,6,1,2,50,0,5
g6749,0,0,1,1,0,0,0
n3565,4,6,1,1,12,1,2
n4896,4,13,2,2,13,3,3
n3562,2,8,3,6,16,2,1
n4893,2,6,1,1,5,1,2
n3563,3,9,1,2,25,0,2
n4894,3,12,2,4,33,3,3
g6744,0,0,1,1,0,0,0
n4891,2,6,1,2,16,1,2
g6745,0,0,1,1,0,0,0
n3561,2,8,3,6,15,2,2
n4892,3,8,1,1,2,2,2
g6746,0,0,1,1,0,0,0
g6747,0,0,1,1,0,0,0
n4890,2,8,1,8,11,2,1
n3568,2,3,2,2,15,0,3
n4899,2,8,7,8,47,2,2
n3569,3,10,3,5,16,3,2
n3566,2,8,3,4,14,2,2
n4897,5,10,1,2,40,1,4
n3567,2,5,1,1,16,0,3
n4898,4,10,1,2,49,2,0
g33987,4,10,2,5,2,1,1
g33986,6,13,1,5,12,2,2
g33989,4,10,2,5,9,1,2
g33988,4,10,2,5,4,1,2
g127,0,0,1,1,0,0,0
g126,0,0,1,1,0,0,0
n3590,2,3,1,1,19,0,0
g125,0,0,1,1,0,0,0
g124,0,0,1,1,0,0,0
g120,0,0,1,1,0,0,0
n3597,2,5,1,2,20,1,1
n3595,2,4,3,3,19,0,1
n3596,2,4,2,4,9,0,0
n3593,2,4,3,6,18,0,0
n3594,3,7,1,2,11,2,1
n3591,2,6,1,1,17,0,1
n3592,3,6,6,15,17,0,6
n3599,2,8,3,6,15,2,2
g116,0,0,1,1,0,0,0
g115,0,0,1,1,0,0,0
g114,0,0,1,1,0,0,0
g113,0,0,1,1,0,0,0
g112,4,8,10,29,17,1,1
g110,4,8,2,13,20,1,1
n3586,2,5,1,1,23,0,1
g6727,4,4,7,13,39,0,1
n3587,2,3,2,2,22,0,3
n3584,4,6,1,1,19,1,2
n3585,2,8,3,4,21,2,2
n3582,3,9,1,2,25,0,2
g6723,4,8,4,9,37,2,3
n3583,4,10,1,1,24,1,2
n3580,2,8,3,6,15,2,2
n3581,2,4,5,18,15,0,2
n3588,3,8,3,5,16,1,3
n3589,2,3,2,4,23,1,0
g33950,0,0,0,0,0,0,0
g142,4,10,3,8,24,1,5
g33959,0,0,0,0,0,0,0
g135,0,0,1,1,0,0,0
g134,0,0,1,1,0,0,0
g33945,0,0,0,0,0,0,0
g33947,0,0,0,0,0,0,0
g33946,0,0,0,0,0,0,0
g33949,0,0,0,0,0,0,0
g33948,0,0,0,0,0,0,0
g33970,4,10,2,5,9,1,2
g168,4,8,4,7,16,1,3
g33972,6,13,1,4,14,2,2
g33971,6,15,1,4,9,2,2
g33974,4,10,2,5,9,1,2
g33973,4,10,2,5,10,1,2
g164,4,10,3,9,23,1,4
g20654,4,3,3,6,1,0,1
g160,4,10,4,8,27,1,5
g20652,4,7,3,5,3,1,3
g33976,4,10,2,4,9,1,2
g33975,4,10,2,4,9,1,2
g33978,6,15,1,4,9,2,2
g33977,4,10,2,5,9,1,1
g33979,6,13,1,4,37,2,2
g157,4,10,3,8,26,1,4
g33961,6,14,2,6,22,3,6
g33960,6,14,2,6,25,3,6
g33963,4,8,1,3,22,1,1
g33962,4,9,1,4,20,1,1
g153,4,10,3,10,25,1,5
g150,4,6,3,6,24,0,3
g33965,6,15,2,7,35,4,6
g33964,6,15,2,7,17,4,5
g33967,4,10,2,4,9,1,2
g33966,4,10,2,5,10,1,2
g33969,4,10,2,5,9,1,2
g33968,4,10,2,4,9,1,2
g174,4,8,5,10,14,1,3
DFF_206_n1,4,8,1,1,5,1,1
g199,4,7,4,7,13,1,2
g191,4,8,3,8,32,2,2
g1882,4,8,4,9,10,1,2
g1890,4,4,3,12,10,0,1
g1894,4,9,4,12,12,1,3
g1870,4,8,3,4,11,1,2
g1874,4,10,5,17,12,1,3
g1878,4,8,2,5,10,1,2
g26801,0,0,0,0,0,0,0
g14828,4,8,7,16,26,2,2
g1964,4,8,3,7,11,1,2
g1968,4,8,3,9,13,1,2
g1974,4,8,3,8,15,1,3
g1978,4,9,4,7,15,1,3
g1950,4,10,5,8,10,1,3
g1955,4,8,5,10,12,1,3
g1959,4,8,6,10,24,1,3
g1926,4,9,5,16,20,1,3
g1932,4,9,5,12,7,1,3
g1936,4,10,7,12,6,1,3
g4176,4,7,4,11,10,1,3
g14779,4,8,6,21,5,2,2
n4804,3,12,3,6,30,3,3
n4805,2,5,1,1,2,1,0
n4802,3,8,2,7,34,1,5
g1902,4,8,3,6,12,1,2
n4803,2,6,1,2,32,2,2
n4800,2,6,2,7,53,1,3
n4801,2,6,2,8,34,1,3
g1906,4,5,6,12,10,0,2
n4808,2,5,2,8,30,1,1
n4809,3,7,2,7,30,1,3
n4806,2,5,1,1,2,1,0
g4180,4,8,5,19,2,2,2
n4807,2,5,2,7,2,1,0
g1913,4,9,5,15,7,1,3
g1917,4,9,10,22,14,1,4
g4153,4,8,4,11,6,1,2
g5489,4,8,2,5,35,1,2
g4157,4,10,4,10,3,1,3
g5485,4,8,4,13,33,1,2
n4826,3,9,3,6,9,1,6
n4827,2,7,1,2,11,1,2
n4824,2,6,4,9,20,1,2
n4825,2,6,1,2,11,2,2
n4822,3,12,1,2,19,3,3
n4823,2,8,1,2,19,2,2
n4820,3,9,1,1,17,2,2
n4821,5,15,2,9,20,2,8
n4828,3,12,3,6,11,3,3
n4829,3,9,3,4,17,2,2
g4164,4,8,3,8,8,1,3
g5499,4,9,2,6,16,1,3
g4169,4,8,5,11,5,2,3
g5495,4,8,2,5,37,1,3
n4815,2,6,6,12,5,0,2
n4816,2,6,3,3,21,0,2
n4813,2,6,1,2,13,2,2
n4814,3,10,2,4,11,3,3
n4811,3,12,3,6,24,3,3
n4812,2,7,1,2,15,1,4
n4810,2,6,1,2,26,2,2
g4172,4,9,3,6,8,1,3
n4819,4,14,2,2,13,3,6
n4817,4,14,1,2,14,1,9
n4818,3,12,5,12,13,3,4
g5467,4,8,5,8,15,1,3
g5462,4,10,4,12,12,1,3
n4840,3,7,1,1,9,0,2
n3510,2,8,3,4,21,2,2
n4841,3,10,1,1,18,0,2
n3517,2,4,3,6,18,0,0
n4848,3,9,3,4,17,2,2
n3518,3,7,1,2,11,2,1
n4849,3,9,3,4,17,2,2
n3515,2,5,1,1,20,0,1
n4846,3,9,2,3,17,2,2
n3516,3,6,6,15,17,0,6
n4847,2,6,1,1,18,0,4
n3513,2,3,2,4,23,1,0
n4844,4,11,1,1,18,0,6
n3514,2,3,1,1,19,0,0
n4845,3,9,2,3,18,0,6
n3511,2,4,1,1,23,0,1
n4842,2,6,2,3,19,0,2
n3512,2,3,2,2,22,0,3
n4843,3,9,2,3,17,2,2
g33935,4,12,0,0,7,2,5
n3519,2,4,3,3,19,0,1
g5475,4,8,2,6,20,1,2
g4141,4,10,4,7,15,1,4
g5471,4,9,3,7,18,1,1
g4146,4,6,5,12,3,0,2
g4145,4,8,5,11,24,1,2
n4830,4,16,1,2,29,2,8
n3506,3,10,3,6,11,2,3
n4837,2,8,2,5,42,2,2
n3507,3,9,1,2,25,0,2
n4838,3,7,1,0,20,0,0
n3504,2,6,1,2,11,2,1
n4835,4,16,2,3,29,3,7
n3505,2,8,4,15,18,2,1
n4836,2,8,2,5,49,2,2
n3502,2,8,6,9,2,2,1
n4833,3,12,1,3,13,3,3
n3503,2,3,2,6,7,1,1
n4834,4,16,2,2,28,3,7
n3500,2,8,6,9,2,2,1
n4831,2,8,1,3,44,2,1
n3501,2,8,6,9,12,2,1
n4832,3,12,1,3,13,3,3
g5481,4,8,3,7,22,1,3
n3508,4,10,1,1,24,1,2
n4839,4,7,1,0,10,0,2
n3509,4,6,1,1,19,1,2
g4112,4,8,5,7,26,1,3
n3531,2,3,2,2,22,0,3
n4862,3,10,1,1,11,1,5
n3532,2,3,2,4,23,1,0
n4863,2,5,4,5,10,1,1
g4116,4,10,4,10,27,1,3
n4860,3,9,1,1,10,1,4
n3530,2,4,1,1,23,0,1
n4861,4,14,4,6,13,3,6
g4119,4,6,3,7,1,0,3
n3539,2,4,2,4,9,0,0
n3537,3,7,1,2,11,2,1
n4868,2,8,1,1,16,2,2
n3538,2,4,3,3,19,0,1
n4869,2,6,1,1,11,1,2
n3535,3,6,6,15,17,0,6
n4866,2,5,2,3,6,1,1
n3536,2,4,3,6,18,0,0
n4867,2,8,1,4,17,2,4
n3533,2,3,1,1,19,0,0
n4864,2,5,3,5,10,1,1
n3534,2,5,1,1,20,0,1
n4865,2,5,2,3,6,1,1
g24151,0,0,0,0,0,0,0
g5456,4,8,3,6,18,2,2
g4125,4,8,5,6,7,1,3
g4122,4,10,4,13,27,1,5
g12184,4,7,5,13,25,1,3
n3520,2,4,2,4,9,0,0
n4851,2,6,1,1,18,0,4
n3521,2,5,1,2,20,1,1
n4852,3,9,2,4,17,2,2
n4850,4,6,1,1,19,0,2
n3528,4,6,1,1,19,1,2
n4859,4,10,2,3,11,0,6
n3529,2,8,3,4,21,2,2
n3526,3,9,1,2,25,0,2
n4857,2,5,1,1,7,1,1
n3527,4,10,1,1,24,1,2
n4858,4,14,1,1,18,3,4
g24166,1,0,0,0,1,0,0
n3524,2,2,8,16,22,0,2
n4855,2,8,1,2,13,2,2
g24167,1,0,1,5,1,0,0
n3525,2,6,4,14,16,1,1
n4856,2,8,1,2,13,2,2
g24168,1,1,2,4,2,0,0
n4853,3,9,2,4,17,2,2
g24169,1,1,1,1,2,0,0
n3523,2,8,3,6,15,2,2
n4854,2,2,1,2,3,0,0
g24162,1,1,2,3,2,0,0
g24163,1,1,3,3,2,0,0
g24164,1,1,1,1,2,0,0
g24165,1,1,1,3,2,0,0
g24161,1,1,1,1,2,0,0
g6751,0,0,1,1,0,0,0
g6752,0,0,0,0,0,0,0
g203,4,7,2,8,20,1,2
g6753,0,0,1,1,0,0,0
g6750,0,0,1,1,0,0,0
n3553,2,5,1,1,18,0,1
n4884,3,12,1,1,37,3,3
g21900,4,8,1,3,12,1,3
n3554,3,6,6,15,17,0,6
n4885,2,8,1,1,39,2,1
n2223,1,2,3,3,14,0,1
n3551,2,3,2,4,23,1,0
n4882,3,8,1,1,40,1,5
n2222,1,2,4,4,14,0,2
n3552,2,3,1,1,19,0,0
n4883,4,16,1,1,39,4,3
n4880,3,12,2,3,12,3,3
n3550,2,4,3,5,17,1,3
n4881,3,10,1,3,41,0,8
g21901,4,10,2,3,7,1,4
n2228,1,2,3,4,16,0,2
n3559,2,5,1,2,20,1,1
g24177,1,1,1,2,2,0,0
n2225,1,2,3,3,12,0,2
n3557,2,4,3,3,19,0,1
n4888,2,3,9,16,18,0,1
g24178,1,1,1,2,2,0,0
n2224,1,2,4,8,14,0,2
n3558,2,4,2,4,9,0,0
n4889,3,7,8,8,12,1,4
g24179,1,1,1,2,2,0,0
n3555,2,4,3,6,18,0,0
n4886,2,8,1,1,37,2,2
n2226,1,2,3,3,12,0,2
n3556,3,7,1,2,11,2,1
n4887,2,6,1,1,11,1,2
g24173,1,1,1,1,2,0,0
g24174,1,1,6,16,2,0,0
g24175,1,1,1,2,2,0,0
g24176,1,1,1,1,2,0,0
g209,4,8,2,6,11,1,2
g24170,1,1,0,0,2,0,0
g24171,1,1,1,1,2,0,0
g24172,1,1,1,8,2,0,0
n3542,2,8,3,6,15,2,1
n4873,3,6,1,1,10,1,1
n3543,2,8,3,8,18,2,1
n3540,2,5,1,2,20,1,1
n4871,3,12,2,3,10,2,5
g4104,4,9,5,8,22,1,4
n4872,4,14,4,9,2,3,5
n4870,2,5,1,1,4,1,1
g4108,4,9,4,7,21,1,3
n2218,1,2,3,4,16,0,2
n3548,2,4,1,1,23,0,1
n4879,2,8,1,1,11,2,2
n3549,2,3,2,2,22,0,3
n3546,4,6,1,1,19,1,2
n3547,2,8,3,4,21,2,2
n4878,4,10,1,1,5,1,6
n3544,3,9,1,2,25,0,2
n4875,3,9,1,2,3,0,7
n3545,4,10,1,1,24,1,2
n4876,2,8,1,1,13,2,2
g24184,1,1,1,3,2,0,0
g24185,1,1,0,0,2,0,0
g24180,1,1,1,2,2,0,0
g24181,1,1,1,1,2,0,0
g24182,1,1,1,1,2,0,0
g24183,1,1,3,15,2,0,0
test_so65,4,10,3,3,10,1,4
test_so66,4,8,2,3,10,1,2
g225,4,10,5,7,24,1,6
test_so67,4,10,2,4,8,1,3
test_so68,4,8,3,5,41,2,3
test_so69,4,8,5,6,10,1,2
g222,4,8,4,5,29,1,3
n2122,1,2,4,4,12,0,2
n3454,3,3,4,4,2,0,0
n4785,4,16,1,1,18,4,6
g6617,4,10,5,12,10,1,5
n3455,2,5,1,1,17,1,1
n4786,4,16,1,1,6,4,6
n3452,2,6,2,4,18,1,2
n4783,4,12,1,1,30,1,9
test_so60,4,8,4,7,29,1,3
n2123,1,2,3,4,14,0,2
n3453,2,5,3,3,19,1,1
n4784,2,5,1,1,17,1,1
test_so61,4,8,0,0,10,1,2
n3450,3,7,2,3,21,1,2
n4781,4,16,1,1,6,4,5
test_so62,4,8,1,2,15,1,3
g6613,4,10,4,7,10,1,4
n3451,2,5,3,7,5,0,0
n4782,4,16,1,1,6,4,6
g7946,1,4,0,0,35,1,1
test_so63,4,8,1,1,14,1,2
n2120,1,2,1,1,14,0,2
test_so64,4,7,0,0,9,1,2
n4780,5,16,1,1,7,0,13
n3458,3,3,4,4,2,0,0
n4789,4,16,1,1,6,4,5
n3459,2,5,1,1,22,1,1
n3456,2,5,2,14,11,1,1
n4787,2,5,1,1,17,1,0
n3457,2,5,3,3,14,1,1
n4788,4,12,1,1,7,0,12
test_so54,4,7,2,3,18,1,2
test_so55,4,8,1,3,18,1,3
test_so56,4,7,1,1,21,1,1
g6621,4,10,5,8,10,1,4
test_so57,4,10,4,12,12,1,3
test_so58,4,10,4,7,14,1,3
test_so59,4,8,2,3,12,1,2
n3443,2,5,1,2,4,1,1
n4774,3,9,1,1,13,2,3
n3444,2,8,6,9,2,2,1
n4775,2,8,2,3,24,2,2
g6629,4,10,5,12,10,1,4
n3441,3,7,2,4,8,1,2
n4772,3,9,1,1,11,2,3
n3442,3,6,1,2,36,1,1
n4773,3,9,1,1,13,2,3
test_so50,4,7,4,5,11,1,2
n4770,3,9,1,1,13,2,3
test_so51,4,8,4,7,33,1,2
n3440,2,6,3,3,37,1,3
n4771,3,9,1,1,11,2,3
test_so52,4,6,1,1,16,1,2
g6625,4,10,5,5,10,1,5
test_so53,4,8,4,5,22,1,2
n2119,1,2,3,3,12,0,2
n3449,2,6,1,2,5,1,0
n3447,2,8,6,9,26,2,1
n4778,4,18,1,2,8,2,3
n3448,2,7,1,2,5,1,1
n4779,5,16,1,1,7,1,9
n3445,3,5,1,1,3,0,4
n4776,3,9,1,2,12,0,6
n3446,2,8,6,9,2,2,1
n4777,3,9,1,2,21,0,6
g218,4,4,4,9,1,1,1
test_so87,4,9,4,5,12,1,4
test_so88,4,10,3,3,12,1,4
test_so89,4,8,1,2,21,1,3
g246,4,10,8,15,30,1,5
n3476,3,7,2,4,8,1,2
test_so80,0,0,0,0,0,0,0
n3477,3,6,1,2,14,1,1
test_so81,4,8,3,7,10,1,2
n3474,2,3,3,7,7,1,1
test_so82,4,10,3,3,10,1,5
n3475,2,6,3,3,15,1,3
test_so83,4,9,1,2,16,1,3
n2140,1,2,3,4,12,0,2
n3472,2,6,2,3,17,1,2
test_so84,4,10,3,3,10,1,5
n3473,5,10,1,2,18,1,3
test_so85,4,8,2,8,11,1,1
n3470,2,5,3,7,6,1,2
test_so86,0,0,0,0,0,0,0
n3471,2,6,2,3,18,1,2
n3478,2,5,1,2,13,1,1
n3479,2,8,6,9,11,2,2
test_so76,4,8,2,3,18,1,3
test_so77,4,10,1,2,32,1,3
test_so78,4,8,4,6,24,1,3
test_so79,4,7,5,9,10,1,2
g232,4,10,7,12,26,1,5
g6605,4,10,5,8,16,1,4
n3465,2,5,1,1,15,1,1
n4796,3,9,1,1,17,2,3
n3466,2,5,1,1,20,1,1
n4797,2,6,1,1,11,1,2
test_so70,4,10,3,3,16,1,5
n2135,1,2,2,4,16,0,2
n3463,2,5,3,3,12,1,2
n4794,3,9,1,1,11,2,3
test_so71,4,10,3,3,14,1,4
