Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI
n962,4,14,1,0,11
n960,2,5,2,0,8
n965,2,8,1,0,11
n1907,1,1,2,0,10
g8173,3,10,1,0,11
n966,2,8,2,0,5
n1906,1,1,2,0,10
n963,2,6,1,0,11
n1909,1,1,4,0,10
n964,2,8,2,0,18
n1908,1,1,2,0,10
n969,2,7,2,0,9
n1903,1,1,14,0,11
n1902,1,1,8,0,11
n967,2,8,1,0,11
n1905,1,1,2,0,10
n968,2,2,2,0,4
n1904,1,1,2,0,10
g1504,4,6,3,0,9
n990,5,13,1,0,9
n1932,1,1,2,0,8
g1508,4,5,2,0,12
n991,2,7,1,0,8
n1931,1,1,4,0,8
n1934,1,1,2,0,8
n1933,1,1,2,0,8
n994,2,6,1,0,8
n995,2,5,2,0,8
n992,2,5,1,0,10
n1930,1,1,4,0,8
n993,3,12,3,0,8
g7294,4,13,2,0,37
n998,2,5,1,0,10
g7293,4,13,1,0,35
n999,3,12,3,0,8
n1939,1,1,2,0,8
g7296,4,13,1,0,13
n996,5,13,1,0,15
g7295,4,13,2,0,39
n997,2,7,1,0,14
g7290,4,13,1,0,29
n518,1,2,2,0,11
n1936,1,1,3,0,8
n519,1,4,3,0,12
n1935,1,1,2,0,8
g7292,4,13,1,0,33
n1938,1,1,2,0,8
g7291,4,13,1,0,31
n517,1,3,14,0,17
n1937,1,1,2,0,8
g7298,4,13,1,0,17
g7297,4,13,1,0,15
g8147,2,6,2,0,8
g7299,4,13,1,0,19
g1515,4,6,3,0,7
g1512,4,8,4,0,10
n1921,1,1,3,0,10
n980,2,6,1,0,8
n1920,1,1,2,0,10
n1923,1,1,2,0,8
n1922,1,1,2,0,8
n983,2,6,1,0,8
n984,2,5,1,0,30
n981,2,5,2,0,12
n982,5,13,1,0,9
n987,2,7,2,0,13
n1929,1,1,3,0,8
n988,2,6,1,0,8
n1928,1,1,3,0,8
n985,2,8,2,0,8
n986,2,7,2,0,9
n1925,1,1,2,0,8
n1924,1,1,2,0,8
n989,2,5,2,0,12
n1927,1,1,4,0,8
n1926,1,1,2,0,8
g6059,4,11,1,0,4
g6054,4,11,1,0,4
g11163,2,9,0,0,8
g1601,4,8,3,0,9
n1833,1,0,3,0,1
g1607,4,8,3,0,9
g1604,4,8,3,0,9
n1835,1,0,1,0,1
n532,1,2,4,0,6
n533,1,3,2,0,6
g907,0,0,1,0,0
n530,1,2,1,0,6
n1831,1,0,4,0,1
n536,1,2,2,0,7
g904,0,0,1,0,0
n537,1,2,4,0,7
n534,1,2,3,0,4
n535,1,2,5,0,6
g901,0,0,1,0,0
n1837,1,0,1,0,1
n538,1,2,14,0,8
n1839,1,0,1,0,1
n539,1,2,14,0,8
Tg1_OUT1234,4,8,1,0,14
g8244,3,6,1,0,23
DFF_194_n1,4,8,1,0,19
g8245,2,5,2,0,28
g6068,4,11,1,0,4
g1610,4,2,6,0,1
g1618,4,8,3,0,10
n1821,1,0,1,0,1
g1615,4,4,3,0,1
n1823,1,0,1,0,1
n521,1,2,1,0,6
n522,1,2,1,0,15
n520,1,3,4,0,8
g8250,2,6,2,0,7
n526,1,2,2,0,13
n1829,1,0,1,0,1
n524,1,3,5,0,13
n529,1,3,2,0,6
n1825,1,0,1,0,1
n527,1,3,5,0,11
g6071,4,11,1,0,4
n528,1,2,1,0,6
n1827,1,0,1,0,1
g6038,3,6,2,0,11
g6035,3,6,2,0,11
n550,1,3,4,0,12
n1855,2,2,10,0,14
n551,1,2,1,0,5
n1854,1,1,8,0,11
n1857,3,8,1,0,15
n1856,1,2,1,0,6
n554,1,2,2,0,6
n1851,1,0,3,0,1
n555,1,2,9,0,4
n552,1,4,2,0,6
n1853,1,1,7,0,11
g928,4,6,2,0,9
n553,1,2,1,0,6
g925,0,0,1,0,0
g5194,2,5,1,0,2
n556,1,2,1,0,5
g6042,4,10,2,0,8
n557,1,2,3,0,12
n1859,3,6,1,0,3
g922,0,0,1,0,0
n1858,2,8,2,0,6
g6049,4,10,2,0,8
g9555,5,10,2,0,21
g6045,4,10,2,0,8
n540,1,2,3,0,7
n1843,1,0,4,0,1
n1845,1,0,5,0,1
g919,0,0,1,0,0
n544,1,4,4,0,5
n542,1,4,1,0,8
n1841,1,0,3,0,1
g916,0,0,1,0,0
n547,1,4,4,0,6
n548,1,4,5,0,5
n545,1,4,5,0,6
g913,0,0,1,0,0
n546,1,4,2,0,6
n1847,1,0,5,0,1
g910,0,0,1,0,0
n549,1,2,9,0,3
n1849,1,0,7,0,1
g940,4,6,2,0,16
g6015,3,6,2,0,11
n1871,4,8,1,0,7
n1870,2,8,1,0,8
n580,1,2,5,0,4
n572,1,2,7,0,3
n1877,3,12,1,0,44
n573,1,3,2,0,4
n1876,4,8,1,0,6
n1878,4,8,2,0,4
n576,1,2,8,0,4
n1873,4,6,1,0,13
n577,1,2,5,0,6
n1872,2,8,1,0,8
n574,1,4,1,0,8
n1875,2,5,18,0,4
n575,1,2,5,0,4
n1874,4,6,1,0,8
g947,4,8,4,0,16
n578,1,2,4,0,4
g5173,2,6,2,0,9
n579,1,2,4,0,3
g944,4,8,3,0,13
g6026,3,6,2,0,11
n1860,2,5,1,0,8
n561,1,2,6,0,5
n1866,4,5,1,0,20
n562,1,0,4,0,1
n1865,4,8,2,0,21
n1868,4,5,1,0,14
n560,1,1,2,0,3
n1867,2,3,2,0,3
n565,1,2,2,0,9
n1862,4,8,1,0,40
n566,1,2,2,0,9
n1861,3,8,2,0,8
n563,1,2,2,0,13
n1864,4,8,2,0,38
n564,1,2,2,0,17
n1863,3,12,1,0,30
n569,1,2,2,0,9
g936,4,6,2,0,25
n567,1,2,2,0,13
n568,1,2,2,0,9
n1869,4,8,1,0,7
g932,4,6,2,0,8
g962,4,8,2,0,27
g6478,4,11,1,0,8
g5148,2,6,2,0,9
g6479,4,11,1,0,8
n1891,1,1,2,0,9
n1890,1,1,3,0,9
n1893,1,1,3,0,9
n1892,1,1,2,0,9
n594,1,0,2,0,1
n1415,2,3,1,0,7
n1899,1,4,2,0,8
n595,1,2,2,0,9
n1414,2,5,2,0,5
n1898,1,4,1,0,8
n592,1,2,18,0,2
n1417,5,12,2,0,15
n1416,2,5,2,0,6
n598,1,2,4,0,13
n1411,4,9,2,0,14
n1895,1,1,4,0,9
n599,1,2,1,0,14
n1410,4,8,2,0,14
n1894,1,1,3,0,9
n596,1,4,7,0,9
n1413,2,6,1,0,8
n1897,1,4,2,0,8
n597,1,2,7,0,8
n1412,4,7,2,0,14
n1896,1,4,1,0,8
g6480,4,11,1,0,8
g6481,4,11,1,0,8
g968,4,8,4,0,32
n1419,4,11,1,0,15
n1418,2,3,1,0,7
g965,4,8,3,0,31
g950,4,8,4,0,8
g6000,3,6,2,0,11
g6002,3,6,2,0,11
n1880,1,1,12,0,3
n1882,1,4,13,0,4
n1881,1,4,1,0,4
n583,1,2,10,0,3
n1404,2,5,8,0,14
n1888,1,2,17,0,5
n1403,3,7,1,0,6
n1887,1,2,5,0,4
n581,1,4,2,0,4
n1406,3,7,1,0,7
n1405,4,7,2,0,14
n1889,1,1,3,0,9
n1884,1,4,9,0,21
n1883,1,4,1,0,21
n1402,4,8,2,0,14
n1886,1,2,4,0,4
n1885,1,4,9,0,5
g959,4,8,4,0,26
g956,4,8,3,0,22
n1408,4,7,2,0,14
n1407,2,8,6,0,12
g953,4,8,3,0,21
n1409,4,9,2,0,14
g7302,4,13,1,0,25
g501,4,8,5,0,40
g7301,4,13,1,0,23
g4274,4,11,1,0,8
g7303,4,13,1,0,27
g5126,2,6,2,0,26
g9961,3,6,0,0,2
g981,4,6,4,0,17
g7300,4,13,1,0,21
g8631,4,13,1,0,6
n1431,2,8,1,0,43
n1430,2,8,1,0,14
n1437,4,15,1,0,31
n1436,4,16,1,0,43
n1439,4,16,1,0,45
n1438,3,12,1,0,35
n1433,2,8,1,0,39
n1432,2,8,1,0,14
n1434,4,15,1,0,7
g506,4,8,4,0,40
g986,4,6,3,0,22
g971,4,6,5,0,15
g6468,4,11,1,0,8
g4283,4,11,1,0,8
test_si10,0,0,1,0,0
n1420,2,7,3,0,22
g6469,4,11,1,0,8
g8649,5,15,1,0,8
n1426,2,8,1,0,33
n1425,2,4,1,0,15
n1428,2,8,1,0,29
n1427,2,8,1,0,35
n1422,2,8,1,0,11
n1421,2,8,1,0,14
n1424,4,8,1,0,16
n1423,3,6,1,0,44
g6470,4,11,1,0,8
g6471,2,4,1,0,15
g4293,4,11,1,0,8
DFF_385_n1,4,6,1,0,12
n1429,2,8,1,0,14
g976,4,6,6,0,17
g5101,1,1,0,0,2
g521,4,8,3,0,44
g4255,4,11,1,0,8
n1451,2,5,6,0,4
n1450,2,3,2,0,15
n1453,5,12,2,0,15
n1452,4,9,2,0,14
g5105,1,1,0,0,2
g6439,2,4,1,0,8
n1459,3,7,2,0,7
n1455,2,5,2,0,5
n1454,2,6,1,0,8
DFF_122_n1,4,5,1,0,12
g525,4,8,4,0,42
g4264,4,11,1,0,8
g995,4,8,4,0,7
g511,4,8,4,0,40
g991,4,8,3,0,7
n1440,4,8,1,0,6
n1442,4,14,1,0,22
n1441,3,12,1,0,15
n1448,4,5,1,0,7
n1447,2,5,2,0,5
n1449,2,8,1,0,6
g10707,4,8,1,0,6
n1444,2,5,2,0,5
n1443,2,8,1,0,21
n1446,2,5,1,0,5
n1445,2,5,2,0,3
g516,4,8,4,0,40
g4231,4,11,2,0,7
g6894,4,10,1,0,6
g6895,4,10,1,0,6
g7744,1,1,0,0,2
g542,4,8,4,0,40
g3381,4,16,1,0,8
g6897,4,12,1,0,10
g4239,4,11,1,0,8
n1473,3,6,3,0,3
g4238,4,11,2,0,8
n1472,2,5,4,0,3
Tg1_Trigger1,2,8,1,0,15
n1475,4,8,1,0,3
n1474,2,4,1,0,6
g6898,4,10,2,0,6
n1471,5,15,1,0,4
n1470,6,17,1,0,4
n1477,2,3,2,0,5
n1476,2,5,10,0,4
n1479,2,5,8,0,3
n1478,2,5,3,0,6
g549,4,8,3,0,10
g546,4,8,3,0,10
g534,4,8,5,0,40
g530,4,8,4,0,40
n1462,3,7,1,0,7
n1461,2,2,1,0,6
n1464,5,19,2,0,2
n1463,2,8,1,0,6
n1469,6,17,1,0,3
n1466,2,5,1,0,11
n1465,6,13,1,0,12
n1468,6,18,1,0,3
n1467,6,6,1,0,1
g538,4,8,4,0,40
g566,4,8,4,0,10
g5543,2,6,2,0,4
g1182,0,0,1,0,0
g4213,1,1,1,0,2
g563,4,8,3,0,10
g1188,0,0,1,0,0
g4212,1,1,1,0,2
g1185,0,0,1,0,0
g4211,1,1,1,0,2
g4210,1,1,1,0,2
g560,4,8,4,0,10
n1011,2,6,1,0,8
n1495,2,5,3,0,3
g4216,1,1,1,0,2
n1010,2,5,1,0,14
n1494,2,5,3,0,2
g4215,1,1,1,0,2
n1013,5,13,1,0,9
n1497,4,12,1,0,4
g4214,1,1,1,0,2
n1012,2,5,2,0,8
n1496,4,10,1,0,5
n1491,4,12,2,0,6
n1490,5,16,1,0,4
n1493,4,8,1,0,3
n1492,2,3,1,0,5
n1019,3,8,1,0,10
n1018,4,12,1,0,7
n1015,2,5,1,0,11
n1499,4,10,1,0,7
n1014,2,6,1,0,8
n1498,4,9,1,0,3
n1017,5,12,1,0,30
n1016,3,11,3,0,14
g1191,0,0,1,0,0
g569,4,8,3,0,10
g1194,0,0,1,0,0
g554,4,8,4,0,10
g1197,0,0,1,0,0
n1000,2,6,1,0,8
n1484,2,2,4,0,2
n1483,2,6,8,0,5
n1002,5,13,1,0,15
n1486,2,5,4,0,5
n1001,2,5,2,0,8
n1485,2,5,8,0,5
g5556,4,15,2,0,6
n1480,2,5,8,0,3
n1482,4,6,8,0,2
n1481,2,5,9,0,4
n1008,5,13,1,0,10
n1007,2,5,2,0,8
n1009,2,7,1,0,9
n1004,2,5,1,0,11
n1488,5,18,1,0,6
n1003,2,6,1,0,14
n1487,5,14,1,0,4
n1006,2,6,1,0,8
n1005,2,6,3,0,9
n1489,5,16,1,0,3
g557,4,8,3,0,10
