Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI,inFF1,inFF2
n4694,1,1,14,60,12,0,1
g2106,4,8,3,6,9,1,3
n3360,6,24,8,17,8,6,6
n4691,1,4,15,15,11,1,1
n3361,3,4,1,1,6,0,0
n4692,1,4,15,15,9,1,1
g28368,4,13,1,3,8,2,4
n3368,6,19,1,1,9,0,12
n4699,1,1,2,26,8,0,0
n3369,6,24,4,14,8,6,6
g30675,4,14,1,3,13,2,3
g28364,4,13,1,3,12,2,4
g30676,4,14,1,3,2,2,3
g28367,4,13,1,3,2,2,2
g30677,4,17,1,3,11,3,3
g28366,4,13,1,3,9,2,3
g30678,4,17,1,3,3,3,3
g28361,4,13,1,3,9,2,3
g30679,4,14,1,3,13,2,3
g28360,4,13,1,3,11,2,3
g28363,4,13,1,2,8,2,3
g28362,4,13,1,3,7,2,3
n3391,2,12,3,4,9,0,12
n3392,2,7,1,1,35,0,6
n2060,1,2,2,2,11,0,2
n3390,6,24,4,6,33,6,11
n3399,6,24,8,17,8,6,6
g16399,4,7,2,8,15,1,3
n3397,6,24,7,12,33,6,11
n3398,3,8,1,1,11,0,0
n2063,1,2,2,2,11,0,2
n3395,6,24,7,15,8,6,6
n2062,1,2,8,14,11,0,2
n3396,6,24,6,10,33,6,10
n3393,6,24,4,8,8,6,6
g20417,4,10,1,5,2,2,3
n3394,3,13,1,1,9,0,12
DFF_1359_n1,4,8,2,2,5,2,4
g28371,4,13,1,3,10,2,4
n3380,2,5,2,4,11,0,0
g30690,4,17,1,3,15,3,4
n3381,3,10,1,2,5,0,6
g30691,4,14,1,3,11,2,3
n2050,1,6,3,4,8,0,6
g30692,4,17,1,3,13,3,4
g30693,4,14,1,3,10,2,4
g30694,4,14,1,3,13,2,2
g30695,4,17,1,3,13,3,2
n2056,1,6,2,3,8,0,6
n3388,2,12,3,3,34,0,12
n2055,1,6,2,3,8,0,6
n3389,3,8,2,2,10,0,6
n2058,1,6,3,3,8,0,6
n3386,4,15,1,1,11,0,6
n2057,1,6,3,3,8,0,6
n3387,4,14,2,2,10,0,12
n2052,1,6,3,4,8,0,6
n3384,4,13,1,1,10,0,6
n2051,1,6,2,2,8,0,6
n3385,6,24,5,9,4,6,10
n2054,1,6,3,3,8,0,6
n3382,3,5,1,2,12,0,0
n2053,1,6,3,4,8,0,6
n3383,4,15,1,2,11,0,6
g30699,4,8,1,3,15,1,3
DFF_1498_n1,4,8,1,1,6,2,4
n2081,1,6,2,4,11,0,3
n2080,1,6,3,3,13,0,5
n2082,1,2,2,3,32,1,1
g1680,4,10,2,6,9,1,5
g1686,4,7,4,5,12,1,3
n2089,1,2,2,2,14,0,1
g22218,3,8,1,3,13,1,4
n2088,1,2,11,15,32,0,1
n2084,1,2,10,10,32,0,2
n2086,1,2,10,10,32,0,2
g1690,4,8,6,16,30,2,3
g1693,4,8,3,7,5,1,2
g1694,4,8,3,7,7,1,2
g1697,4,8,3,11,7,1,2
n2078,1,6,3,8,13,0,3
g1698,4,8,3,11,9,1,2
n2077,1,3,3,6,14,0,0
g1695,4,8,3,7,9,1,2
g1696,4,8,3,11,5,1,2
n2079,1,6,4,7,13,0,3
g1699,4,8,3,10,5,1,2
n2076,1,6,3,8,13,0,5
DFF_1503_n1,4,8,1,1,14,2,3
g51,0,0,1,1,0,0,0
g52,4,6,3,4,36,1,1
g1661,4,8,4,6,4,2,3
g2990,4,8,2,3,10,1,4
g56,4,6,4,6,36,1,1
g1665,4,8,4,6,4,2,3
g1663,4,8,4,6,4,2,3
g2993,4,6,5,9,7,1,1
g1669,4,4,4,4,1,1,1
g1667,4,8,4,2,4,2,3
g2997,4,10,2,6,8,1,3
g22231,3,8,1,3,21,1,4
g22234,3,8,1,3,9,1,4
n2092,1,3,3,3,12,0,0
n2091,1,6,2,2,13,0,3
g61,4,7,4,9,40,1,1
g1671,4,8,4,10,12,2,3
n2090,1,2,2,4,32,0,1
g65,4,6,4,8,36,1,1
n2099,1,2,3,16,11,0,0
g22249,3,8,1,3,13,1,4
n2096,1,3,6,10,12,0,0
n2095,1,6,6,19,10,0,6
n2098,1,6,7,11,10,0,6
n2097,1,2,4,6,11,0,0
g22242,3,8,1,4,21,1,3
g22247,3,8,1,3,23,1,3
DFF_303_n1,4,8,2,3,6,2,4
g70,4,7,4,9,5,1,0
g74,4,2,4,8,1,0,0
g1642,4,8,3,9,11,1,2
g2972,4,4,4,8,1,1,0
g2978,4,4,4,8,1,1,1
g2975,4,4,4,8,1,1,1
g1645,4,8,3,9,12,1,3
g1648,4,8,3,9,8,1,3
g83,4,6,4,7,36,1,1
g2981,4,4,4,9,1,1,1
g88,4,7,4,8,41,1,1
g1654,4,8,3,10,13,1,3
g1651,4,8,3,9,11,1,2
g1657,4,5,4,32,2,1,2
g2987,4,7,3,20,3,1,5
g8259,4,8,2,3,17,1,4
g8258,4,6,0,0,20,1,1
g92,4,6,4,8,36,1,1
g97,4,4,4,14,4,1,1
g2950,4,6,4,30,4,1,2
g2956,4,4,4,8,1,1,1
g1624,4,4,3,8,1,0,2
g2953,4,4,4,8,1,1,1
n2900,4,20,2,3,13,0,11
g2959,4,4,4,6,1,1,1
n2902,3,6,1,4,14,0,0
g1627,4,8,3,8,13,1,2
n2901,4,9,1,2,14,0,3
g8262,4,8,1,2,18,1,4
n2908,2,9,1,3,11,0,3
g8261,4,8,2,3,17,1,4
n2907,4,11,3,3,16,1,2
g8264,4,8,3,3,18,1,4
g8263,4,8,2,3,7,1,4
n2909,2,8,1,3,15,0,0
n2904,2,8,1,3,13,0,3
n2903,2,7,1,2,13,0,5
g8260,4,8,2,3,7,1,4
n2906,2,8,1,3,13,0,5
n2905,2,8,1,3,13,0,3
g8269,4,8,2,2,6,1,4
g8266,4,8,2,2,3,1,4
g8265,4,8,1,3,18,1,4
g8268,4,8,1,2,6,1,4
g8267,4,6,1,3,20,1,1
g2963,4,4,4,7,1,1,1
g2962,4,4,2,6,1,1,1
g1630,4,8,3,9,9,1,3
g1636,4,8,3,9,12,1,4
g1633,4,8,3,9,11,1,3
g1639,4,8,3,9,9,1,2
g22200,4,11,1,3,36,2,3
g2969,4,0,4,8,1,0,0
g8273,4,8,2,3,18,1,4
g8272,4,8,2,2,17,1,4
g8275,4,8,2,4,17,1,4
g8274,4,8,3,4,18,1,4
g8271,4,4,2,3,1,0,3
g8270,4,8,1,1,16,1,4
n8102,4,6,2,7,4,1,2
n8103,4,6,2,3,4,1,1
n8104,4,1,2,3,1,0,0
DFF_445_n1,4,8,1,1,7,2,4
g1723,4,8,2,4,31,2,2
g1724,4,8,4,11,30,1,2
g25209,4,11,1,3,36,1,5
g1727,4,8,4,11,30,1,2
g22178,4,11,1,3,7,2,3
g25204,4,11,1,3,36,1,5
n2801,2,6,1,1,11,0,0
g22177,4,11,1,3,36,2,4
n2800,2,8,1,3,12,0,3
g25206,4,11,1,3,33,1,5
n2803,2,12,2,3,9,0,6
g25207,4,11,1,3,33,2,3
n2802,4,8,1,1,10,0,0
g26532,2,3,1,4,29,0,1
g25201,3,6,2,6,22,1,3
g26531,2,3,1,4,6,0,1
g25202,2,3,1,4,21,0,1
g22179,4,11,1,3,2,2,2
g22170,4,11,1,3,12,2,4
n2809,2,4,3,5,33,0,2
n2808,3,7,1,1,34,1,2
g26530,2,3,1,4,35,0,1
n2805,3,10,1,1,9,0,3
g22173,4,13,1,3,36,1,6
n2804,2,9,1,1,9,0,4
g22172,4,13,1,3,36,1,6
n2807,4,7,2,5,14,0,1
g22171,4,11,1,3,36,2,3
n2806,2,3,1,1,33,0,1
g1730,4,8,2,7,32,2,4
g1731,4,8,2,4,31,2,3
g1734,4,8,2,7,32,2,4
g25219,4,11,1,3,33,2,2
g1735,4,8,4,11,30,1,3
g1732,4,8,2,7,32,2,4
g1733,4,8,2,4,31,2,3
g1738,4,8,2,4,31,2,3
g25215,4,11,1,3,3,2,3
g26547,4,12,1,2,13,2,4
g1739,4,8,4,9,30,1,2
g25217,4,11,1,3,7,1,5
g25218,4,11,1,3,33,2,3
g25211,4,11,1,3,33,1,5
g25212,4,11,1,3,33,2,3
g25213,4,11,1,3,33,2,2
g26545,4,12,1,3,9,2,4
g25214,4,11,1,2,33,1,5
g22180,4,13,1,3,7,1,6
g26541,4,12,1,3,13,2,4
g22185,4,13,1,2,36,1,6
g22184,4,13,1,3,36,1,5
g22183,4,11,1,3,36,2,4
g22182,4,11,1,3,36,2,4
g1701,4,8,3,10,9,1,2
g1702,4,8,3,5,34,1,2
g1700,4,8,3,10,7,1,2
g1705,4,8,2,9,3,2,4
n2823,2,12,2,4,10,0,12
g25227,4,11,1,3,3,1,5
g26557,4,12,1,3,2,2,3
n2822,4,8,1,1,11,0,0
g1703,4,8,3,6,34,1,2
g25228,4,11,1,3,33,2,2
n2825,3,10,1,1,10,0,6
g1704,4,8,3,6,34,1,2
g25229,4,11,1,3,33,1,3
g26559,4,12,1,2,11,2,4
n2824,2,9,1,1,10,0,7
g25222,4,11,1,3,33,2,3
g809,4,8,3,11,4,2,2
g25223,4,11,1,3,33,2,3
g26553,4,12,1,4,11,2,4
g25224,4,11,1,3,33,1,5
n2821,2,6,1,1,12,0,0
g25225,4,11,1,3,33,2,2
g22192,4,11,1,3,36,2,3
g805,4,8,3,10,4,2,2
g22191,4,11,1,3,3,2,3
g25220,4,11,1,3,33,1,3
g25221,4,11,1,3,2,1,4
n2827,4,7,2,5,14,0,1
g801,4,8,4,13,4,2,2
n2826,2,3,1,1,33,0,1
g22194,4,13,1,3,2,1,4
n2829,2,4,3,5,33,0,2
g22193,4,11,1,3,36,2,4
n2828,3,7,1,1,34,1,2
g7014,1,4,0,0,5,1,1
g18942,4,10,2,12,2,2,2
DFF_1363_n1,4,4,1,3,5,1,2
g25237,4,11,1,3,33,2,2
g26569,4,12,1,4,3,2,4
n2812,4,8,1,1,12,0,0
n2811,2,6,1,1,13,0,0
g25239,4,11,1,3,33,1,3
n2814,2,9,1,1,11,0,6
n2813,2,12,2,3,11,0,10
g25233,4,11,1,3,33,1,5
g25234,4,11,1,3,33,2,2
g1718,4,8,6,39,2,2,2
g25235,4,11,1,3,2,2,1
g25236,4,11,1,3,33,1,5
g25230,4,11,1,3,33,2,3
n2819,2,4,3,5,33,0,2
g25231,4,11,1,3,33,2,3
g25232,4,11,1,3,33,1,3
n2816,2,3,1,1,33,0,1
n2815,3,10,1,1,11,0,5
n2818,3,7,1,1,34,1,2
n2817,4,7,2,5,14,0,1
g820,4,8,3,5,34,1,3
g22139,4,11,1,3,36,2,4
n2845,4,11,3,3,14,1,2
n2844,4,11,3,3,15,1,1
g22132,4,13,1,3,7,1,7
n2847,2,9,1,3,13,0,5
g22131,4,11,1,3,7,2,3
n2846,5,11,3,3,16,1,1
g22138,4,11,1,3,36,2,3
n2841,4,11,3,3,14,1,1
n2840,4,11,3,3,14,1,1
n2843,3,7,3,5,14,0,0
g829,4,8,3,5,34,1,3
n2842,2,9,1,3,13,0,5
g22130,4,11,1,3,2,2,2
n2849,4,11,3,3,11,1,1
n2848,3,7,3,5,10,0,0
g822,4,8,3,5,34,1,3
g821,4,8,3,5,34,1,3
g22145,4,11,1,3,3,2,4
n2834,2,9,1,1,6,0,7
n2833,2,12,2,4,6,0,12
g22143,4,13,1,3,3,1,6
n2836,2,3,1,1,4,0,1
g22142,4,11,1,3,36,2,5
n2835,3,10,1,1,6,0,6
g22149,4,11,1,3,12,2,4
g22148,4,13,1,3,36,1,7
g819,4,8,3,5,34,1,2
g22147,4,13,1,3,36,1,7
n2832,4,8,1,1,7,0,0
g818,4,4,3,5,1,0,2
g22146,4,11,1,3,36,2,4
n2831,2,6,1,1,8,0,0
g817,4,8,3,5,34,1,3
g813,4,4,2,6,4,1,1
g22141,4,11,1,3,36,2,3
n2838,3,7,1,1,5,1,2
g22140,4,11,1,3,36,2,4
n2837,4,7,2,5,14,0,1
n2839,2,4,3,5,4,0,2
g842,4,8,3,5,34,1,3
g841,4,8,3,5,34,1,3
g840,4,4,3,5,1,0,2
n2861,5,11,3,3,16,1,1
n2860,2,4,1,3,14,0,0
n2867,2,8,2,4,13,0,5
g22155,4,13,1,3,36,1,6
n2866,2,5,1,1,15,0,0
g22154,4,11,1,3,36,2,4
n2869,2,5,1,1,11,0,0
g22153,4,11,1,3,36,2,3
n2868,2,8,1,3,13,0,4
n2863,3,7,3,5,16,0,0
n2862,2,9,1,3,13,0,5
n2865,2,8,1,3,13,0,3
n2864,4,11,3,3,16,1,1
g849,4,8,3,5,34,1,2
g848,4,8,3,5,34,1,2
g847,4,8,3,5,34,1,2
g846,4,8,3,5,34,1,3
g22152,4,13,1,3,7,1,7
g845,4,8,3,5,34,1,3
g22151,4,13,1,3,7,1,6
g844,4,8,3,5,34,1,3
g22150,4,11,1,3,7,2,3
g843,4,8,3,5,34,1,3
g831,4,8,3,5,34,1,3
g830,4,8,3,5,34,1,3
DFF_1617_n1,4,8,1,1,17,1,4
n2850,4,11,3,3,14,1,2
g26529,2,3,1,4,35,0,1
g22167,4,11,1,2,7,2,4
n2856,4,11,3,3,15,1,2
g22166,4,11,1,3,7,2,3
n2855,3,7,3,5,14,0,0
n2858,2,5,1,1,15,0,0
g22164,4,13,1,3,36,1,7
n2857,2,8,1,3,13,0,5
n2852,2,4,1,3,14,0,0
n2851,5,11,3,3,16,1,1
g22169,4,13,1,3,7,1,6
n2854,2,9,1,3,13,0,5
g22168,4,13,1,3,7,1,6
n2853,5,11,3,3,12,1,1
g838,4,8,3,5,34,1,2
g837,4,8,3,5,34,1,3
g836,4,8,3,5,34,1,3
g835,4,8,3,4,34,1,3
g22163,4,11,1,3,36,2,4
g834,4,8,3,5,34,1,3
g18907,4,13,1,2,9,3,4
g22162,4,11,1,3,36,2,4
n2859,5,11,3,3,12,1,1
g833,4,8,3,5,34,1,3
g18906,4,10,2,11,2,2,2
g22161,4,11,1,3,36,2,4
g832,4,8,3,5,34,1,3
g864,4,8,3,9,31,1,3
g863,4,8,3,9,31,1,3
g862,4,8,3,9,31,1,3
g861,4,8,3,11,31,1,3
g860,4,8,3,11,31,1,2
g6573,1,4,13,46,7,1,1
g30640,4,11,1,3,10,1,4
g30641,4,14,1,3,14,2,4
n2881,2,8,1,3,13,0,6
n2880,4,11,3,3,16,1,1
n2883,2,7,2,4,13,0,5
n2882,2,5,1,1,15,0,0
n2889,2,7,2,4,15,0,5
n2888,2,5,1,1,17,0,0
g25288,4,10,1,3,12,1,2
n2885,2,5,1,1,17,0,0
n2884,2,8,1,3,13,0,5
n2887,2,8,1,3,13,0,3
n2886,4,11,3,3,12,1,1
g30642,4,14,1,3,11,2,3
g30643,4,11,1,3,15,1,4
g30644,4,14,1,3,14,2,3
g869,4,8,7,48,30,2,4
g30645,4,14,1,3,13,2,4
g868,4,8,2,8,28,1,3
g25280,4,10,1,3,11,1,2
g30646,4,11,1,3,10,1,4
g867,4,8,3,5,31,1,2
g30647,4,14,1,3,12,2,3
g866,4,8,3,5,31,1,2
g30648,4,14,1,3,11,2,4
g865,4,8,3,5,31,1,2
g30649,4,11,1,3,15,1,4
g852,4,8,3,5,34,1,2
g851,4,8,3,5,34,1,2
g850,4,8,3,5,34,1,2
n2870,5,11,3,3,16,1,2
n2872,5,11,3,3,17,1,2
n2871,2,8,1,3,13,0,3
g30639,4,14,1,3,13,2,3
n2878,5,11,3,3,17,1,2
g28328,2,3,2,6,12,0,1
n2877,2,5,1,1,15,0,0
n2879,2,4,1,3,14,0,0
g28325,2,3,2,6,12,0,1
n2874,2,5,1,1,11,0,0
n2873,2,8,1,3,13,0,3
n2876,2,8,1,3,3,0,3
n2875,2,8,2,4,9,0,5
g28321,2,3,2,6,8,0,1
g859,4,8,3,11,31,1,3
g857,4,8,3,5,31,1,2
g30635,4,14,1,3,14,2,3
g856,4,4,3,6,1,0,1
g30636,4,11,1,3,10,1,3
g30637,4,14,1,3,3,2,4
g30638,4,11,1,3,15,1,3
g2195,4,8,5,20,3,1,3
g885,4,8,3,7,11,1,2
g882,4,4,3,7,1,0,2
g30660,4,11,1,3,3,1,4
g30661,4,17,1,3,15,3,3
g30662,4,14,1,3,12,2,4
g30663,4,14,1,3,13,2,4
n1572,1,3,2,3,17,0,1
g16355,4,5,2,8,16,1,1
n1574,1,2,4,14,2,1,0
n1573,1,5,2,2,13,0,2
n1570,1,2,7,7,3,0,0
DFF_155_n1,4,8,1,1,10,1,1
n4606,1,4,11,27,11,1,1
n1579,1,2,2,4,32,0,1
n4604,1,4,7,12,5,1,1
n4605,1,4,1,5,11,1,1
n1576,1,4,3,14,30,0,0
n4602,1,4,16,40,7,1,1
n1575,1,4,1,3,10,0,0
n1578,1,2,1,1,5,0,0
n4600,1,4,14,20,9,1,1
n1577,1,2,1,1,6,0,0
g30664,4,14,1,3,2,2,3
g30665,4,14,1,3,13,2,2
g30666,4,11,1,3,11,1,4
g30667,4,11,1,3,14,1,4
g30668,4,14,1,3,15,2,4
g30669,4,14,1,3,10,2,3
g888,4,8,3,7,13,1,2
n4608,1,4,15,51,9,1,1
g873,4,8,3,7,9,1,3
g30650,4,14,1,2,10,2,3
g30651,4,14,1,3,14,2,4
g30652,4,11,1,3,14,1,3
n2892,5,8,2,15,12,0,0
n2891,2,8,1,3,15,0,0
n2894,3,9,1,12,14,0,0
n2893,4,15,2,2,14,0,3
n2890,2,9,1,3,15,0,3
n1569,1,2,5,10,3,0,1
n1568,1,2,7,7,3,0,0
n2899,4,11,4,11,13,0,0
n1565,1,2,5,10,3,0,1
n2896,2,5,1,2,12,0,1
g28346,4,13,1,3,13,2,3
n2895,2,10,1,2,11,0,3
g28349,4,13,1,3,9,2,3
n1567,1,2,5,10,3,0,1
n2898,6,15,2,4,10,3,6
g28348,4,13,1,3,11,2,3
n1566,1,2,7,7,3,0,0
n2897,3,9,1,1,10,0,6
g30653,4,14,1,3,13,2,4
g28342,4,13,1,3,2,2,2
g30654,4,14,1,2,12,2,4
g28345,4,13,1,3,13,2,3
g30655,4,14,1,3,11,2,4
g28344,4,13,1,3,3,2,3
g30656,4,14,1,3,2,2,2
g879,4,8,3,7,13,1,2
g30657,4,11,1,3,10,1,4
g30658,4,14,1,2,14,2,4
g30659,4,11,1,3,11,1,3
g876,4,8,3,7,11,1,2
DFF_2_n1,4,6,1,2,4,1,2
g18957,4,10,2,13,2,2,2
g2175,4,8,5,22,3,1,3
n1594,1,2,4,4,29,0,0
n4620,1,4,15,51,5,1,1
n1593,1,2,4,4,29,0,0
n1596,1,2,4,4,29,0,0
n1595,1,2,4,4,29,0,0
n1590,1,2,4,4,29,0,0
g29608,4,9,1,3,11,1,3
n1592,1,2,4,4,29,0,0
g29609,4,9,1,3,18,1,3
n1591,1,2,5,5,29,0,0
g25248,4,11,1,3,33,1,3
g29606,4,9,1,3,20,1,3
n4628,1,4,7,12,6,1,1
g25249,4,11,1,3,33,2,2
n4629,1,4,1,5,11,1,1
n4626,1,4,16,40,8,1,1
g25244,4,11,1,3,33,1,3
n1598,1,2,4,4,29,0,0
n4624,1,4,14,20,10,1,1
g25245,4,11,1,3,33,1,5
g26575,4,12,1,3,3,2,4
n1597,1,2,4,4,29,0,0
g25246,4,11,1,3,33,2,2
n4622,1,4,14,50,3,1,1
g25247,4,11,1,3,33,2,2
n1599,1,2,4,4,29,0,0
n4623,1,4,2,6,10,1,1
g25240,4,11,1,3,33,2,3
g25241,4,11,1,3,33,1,3
g25242,4,11,1,2,33,2,2
g25243,4,11,1,3,3,2,2
g26573,4,12,1,3,2,2,3
g2180,4,8,5,17,3,1,3
g897,4,8,3,9,13,1,2
g2185,4,8,6,21,3,1,3
g18968,4,10,2,12,2,2,2
g894,4,8,3,9,11,1,2
g891,4,8,3,9,9,1,2
n1583,1,2,7,7,3,0,0
n1582,1,0,4,11,1,0,0
n4610,1,4,14,50,7,1,1
n1585,1,3,2,3,21,0,1
n1584,1,2,5,10,3,0,1
n1581,1,2,4,5,7,0,0
n1580,1,3,3,5,20,0,0
g25259,4,11,1,3,33,1,3
g29617,4,9,1,3,7,1,3
DFF_131_n1,4,7,1,2,17,1,2
n4617,1,4,1,5,7,1,1
g29618,4,9,1,3,2,1,2
n4618,1,4,11,27,7,1,1
g29616,4,9,1,3,13,1,3
n4616,1,4,7,12,4,1,1
g25255,4,11,1,3,33,1,3
g29613,4,9,1,3,16,1,3
n1587,4,1,2,10,1,0,0
g25256,4,11,1,3,33,2,2
n1586,1,2,2,5,8,0,1
n4614,1,4,16,40,6,1,1
g25257,4,11,1,3,33,1,3
g29611,4,9,1,3,13,1,3
n4611,1,4,2,6,8,1,1
g29612,4,9,1,3,11,1,3
n4612,1,4,14,20,8,1,1
g25251,4,11,1,3,33,2,2
g25252,4,11,1,3,33,2,2
g25253,4,11,1,3,33,1,3
g2190,4,8,5,19,3,1,3
g25250,4,11,1,3,33,1,3
g2151,4,2,4,8,1,0,0
g18975,4,10,2,12,2,2,2
n3311,6,24,4,6,33,6,10
g6518,4,5,11,55,8,1,2
n3312,2,12,3,4,7,0,12
n4643,1,4,14,37,7,1,1
n4640,1,4,11,27,11,1,1
n3310,3,8,2,2,8,0,6
n4641,1,4,15,51,9,1,1
n3319,3,8,1,1,9,0,0
n3317,6,24,6,10,33,6,10
n4648,1,4,6,12,6,1,1
n3318,6,24,7,12,2,6,9
n4649,1,4,1,3,5,1,1
g25266,4,10,1,3,12,1,2
n3315,3,13,1,1,7,0,12
n4646,1,4,14,39,8,1,1
g25267,4,10,1,3,7,1,2
n3316,6,24,7,15,6,6,6
g25268,4,10,1,3,15,1,2
n3313,2,7,1,1,35,0,6
n4644,1,4,12,24,10,1,1
g29623,4,9,1,3,13,1,3
n3314,6,24,4,8,6,6,5
g25262,4,10,1,3,11,1,2
g29620,4,9,1,3,9,1,3
g25263,4,10,1,3,11,1,2
g29621,4,9,1,3,3,1,3
g26596,4,12,1,3,8,2,4
g25265,2,5,1,5,8,0,0
g25260,4,10,1,3,15,1,2
g26592,4,12,1,4,3,2,4
g2160,4,6,4,7,30,1,1
g2165,4,8,5,17,3,1,3
n3300,4,10,3,3,25,0,0
n3301,2,5,2,4,9,0,0
n4630,1,4,11,27,11,1,1
n3308,4,14,2,2,8,0,12
n4639,1,4,1,5,11,1,1
n3309,2,12,3,3,34,0,12
n3306,6,24,5,9,33,6,10
n3307,4,15,1,1,9,0,6
n4638,1,4,7,10,6,1,1
n3304,4,15,1,2,9,0,6
n3305,4,13,1,1,8,0,6
n4636,1,4,16,40,8,1,1
g25279,4,10,1,3,12,1,2
n3302,3,10,1,2,34,0,6
n4633,1,4,2,6,10,1,1
n3303,3,5,1,2,10,0,0
n4634,1,4,14,20,10,1,1
g2170,4,8,5,23,3,1,3
g25270,4,10,1,3,8,1,2
g25271,4,10,1,3,11,1,2
g25272,4,10,1,3,15,1,2
g2013,4,7,5,13,17,1,1
g2010,4,8,6,22,9,1,6
n3212,3,6,2,4,12,0,1
n4543,4,8,2,3,12,2,2
n3213,3,16,2,6,11,0,10
n4544,5,19,1,2,7,4,8
n3210,5,8,1,1,14,0,0
n4541,4,8,1,2,10,2,2
n3211,2,7,2,4,13,0,3
n4542,5,19,1,2,7,4,8
n4540,2,8,1,3,14,0,5
g21880,4,8,1,3,10,1,2
n3218,2,10,2,5,11,1,5
n4549,4,8,2,4,2,2,0
n3219,2,3,1,1,15,0,1
n3216,2,3,1,1,13,0,1
n4547,5,19,1,2,3,4,8
n3217,2,5,3,7,12,0,0
n4548,4,8,2,4,12,2,2
g21882,4,8,1,4,10,1,2
n3214,4,14,5,9,4,2,8
n4545,4,8,2,3,12,2,2
n3215,6,18,2,10,10,4,6
n4546,5,19,1,2,7,4,8
g2020,4,6,3,9,13,1,1
n3201,2,5,3,7,13,0,0
n4532,2,9,1,1,9,0,0
n3202,2,10,2,5,9,1,5
n4533,2,9,1,1,9,0,0
n4530,1,2,3,5,9,0,0
g2026,4,7,4,12,17,1,1
n3200,2,6,1,1,11,1,1
n4531,2,10,1,1,9,0,0
n3209,3,7,1,3,15,0,0
n3207,2,4,3,3,14,0,1
n4538,2,8,1,3,13,0,6
n3208,6,15,3,7,8,3,6
n4539,2,8,1,3,9,0,6
n3205,2,6,1,1,15,1,1
n4536,2,10,1,3,6,0,6
n3206,3,9,3,3,11,0,3
n4537,2,10,1,3,11,0,5
n3203,2,3,1,1,13,0,1
n4534,2,9,1,1,5,0,0
n3204,2,9,3,3,11,0,3
n4535,2,10,1,3,10,0,6
n3234,3,7,1,3,15,0,0
n4565,4,8,7,12,3,1,3
n3235,5,8,1,1,14,0,0
n4566,6,18,1,1,7,4,6
n3232,2,10,2,5,13,1,5
n4563,4,8,7,12,3,1,3
n3233,6,15,3,7,12,3,6
n4564,6,18,1,1,8,4,5
n3230,2,6,1,1,15,1,1
n4561,4,8,7,12,4,2,2
n3231,2,5,3,7,13,0,0
n4562,6,21,1,1,7,5,5
n4560,6,21,1,1,7,5,6
n3238,3,16,2,6,11,0,10
n4569,4,8,7,12,4,2,2
n3239,4,14,5,9,5,2,9
n3236,2,7,2,4,13,0,3
n4567,4,8,7,12,4,2,2
n3237,3,6,2,4,12,0,1
n4568,6,18,1,1,8,4,6
g2000,4,8,3,5,9,1,3
n3223,5,8,1,1,13,0,0
n4554,6,21,1,1,7,5,5
n3224,2,7,2,4,12,0,3
n4555,4,8,7,12,3,1,3
n3221,6,15,3,7,10,3,6
n4552,1,3,1,6,2,0,1
n3222,3,7,1,3,14,0,0
n4553,4,14,11,46,23,2,7
g2009,4,8,6,27,7,2,4
n4550,5,17,1,2,6,3,8
n3220,2,9,3,3,13,0,3
n4551,1,3,1,6,2,0,1
n3229,6,21,2,10,9,5,5
n3227,6,21,5,8,9,5,6
n4558,6,18,1,1,7,4,5
n3228,4,14,5,9,5,2,10
n4559,4,8,7,12,4,2,2
n3225,3,6,2,4,11,0,1
n4556,6,21,1,1,7,5,6
n3226,3,16,2,6,10,0,12
n4557,4,8,7,12,3,1,3
n4580,5,16,1,1,15,3,7
n3256,5,15,3,4,14,2,7
n4587,1,4,14,58,9,1,1
g21845,4,10,1,4,9,2,3
n3257,5,15,3,4,7,2,7
g21842,4,10,1,4,11,2,3
n3254,4,14,1,1,36,0,4
n4585,1,0,1,6,1,0,0
g16496,3,12,2,22,2,3,4
g21843,4,10,1,4,11,2,3
n3255,3,10,2,4,35,0,0
n4586,1,1,6,15,2,0,0
n3252,2,10,1,3,36,0,0
n4583,4,8,1,2,13,1,1
n3253,6,23,2,2,35,0,12
n4584,5,14,1,2,10,2,7
n3250,4,10,3,3,25,0,0
n4581,4,8,1,2,10,1,1
g21847,4,10,1,4,10,2,3
n4582,5,16,1,2,5,3,6
n3258,4,7,3,3,25,0,0
n4589,1,4,15,74,9,1,1
n3259,4,10,3,3,25,0,0
n3245,2,6,1,1,10,1,3
n4576,6,18,1,4,8,4,6
n3246,2,6,1,1,39,1,3
n4577,4,6,3,6,4,1,2
n3243,2,6,3,4,13,1,1
n4574,6,18,1,4,8,4,6
n3244,2,6,1,1,33,1,3
n4575,6,21,1,4,7,5,6
n3241,2,6,1,2,15,1,2
n4572,2,5,1,2,9,1,2
n3242,2,6,1,1,14,1,2
n4573,6,21,1,4,7,5,5
n4570,4,8,1,2,11,2,3
n3240,6,18,2,10,10,4,6
n4571,4,8,2,5,7,1,2
g21851,4,14,6,12,11,3,6
n3249,4,7,3,3,25,0,0
n3247,2,6,1,1,4,1,3
n4161_Tj_Payload,2,4,1,1,16,0,1
n4578,4,6,2,3,12,1,2
n3248,4,8,3,3,25,1,2
n4579,4,8,1,1,13,1,2
g30796,4,12,2,4,13,2,5
g30798,4,12,2,4,9,2,5
n3270,6,24,4,6,33,6,10
n3271,2,12,3,4,8,0,12
test_si1,0,0,2,4,0,0,0
