Netlist,LOFi1,LOFi2
n4940,3,9
n4947,2,7
n3617,2,8
n4948,2,6
n3614,2,4
n4945,2,4
n3615,2,5
n4946,3,12
n3612,3,7
n4943,4,16
n3613,2,4
n4944,2,4
n3610,3,6
n4941,2,7
n3611,2,4
n4942,2,5
g4281,4,8
g504,4,10
n3618,3,9
n4949,2,4
n3619,4,10
g4284,4,4
g17316,4,8
n3605,2,3
n4936,3,11
n3606,3,8
n4937,2,4
n3603,2,8
n4934,2,6
n3604,2,5
n4935,2,7
n3601,4,10
n4932,2,6
n3602,4,6
n4933,3,8
n4930,2,8
n3600,3,9
n4931,2,6
n3609,2,6
g4291,4,8
n3607,2,3
n4938,2,7
n3608,2,3
n4939,2,5
g4253,4,10
g5587,4,10
g5583,4,10
n3630,2,4
n4961,2,6
n3631,2,4
n4962,2,8
g17320,4,8
g4258,4,6
n4960,3,12
g29309,4,9
n3638,4,6
n4969,2,5
DFF_178_n1,4,6
n2305,1,2
n3639,2,8
g29307,4,12
n3636,3,9
n4967,2,6
g29308,4,8
n2307,1,2
n3637,4,10
n4968,2,5
g29305,5,15
n3634,2,8
n4965,5,14
g29306,4,11
n3635,2,6
n4966,2,8
g29303,4,9
n2304,1,2
n3632,2,5
n4963,4,10
g29304,6,15
n2303,1,2
n4964,2,7
g29301,4,12
g29302,4,8
g528,4,8
g29300,4,11
g4264,4,8
g5599,4,10
g5595,4,10
n4950,3,8
n3620,4,6
n4951,3,9
g4269,4,8
n3627,3,6
n4958,2,7
n3628,2,4
n4959,2,8
n3625,2,3
n4956,2,5
n3626,2,4
n4957,2,2
n3623,2,3
n4954,2,5
n3624,2,4
n4955,4,15
n3621,2,8
n4952,3,10
n3622,2,3
n4953,2,5
g518,4,8
n3629,3,7
g513,4,8
g5563,4,10
g4235,4,8
g4239,4,8
n3652,2,8
n4983,4,16
n3653,3,12
n4984,4,16
n3650,2,5
n4981,4,16
n4982,2,8
g5567,4,10
n4980,4,16
n3658,2,5
n4989,2,5
n3659,3,11
n3656,2,4
n4987,3,7
n3657,2,5
n4988,4,10
n4985,4,16
g546,4,7
g534,4,7
g5575,4,10
g5571,4,6
g4245,4,10
n3641,2,3
n4972,2,5
n3642,2,3
n4973,2,5
n4970,4,13
n3640,2,4
n4971,4,16
g5579,4,10
n3649,2,4
n3647,3,7
n4978,2,8
n3648,2,4
n4979,4,16
n3645,3,11
n4976,5,20
n3646,2,4
n4977,4,16
n3643,2,3
n4974,2,2
n3644,2,5
n4975,3,13
g23190,2,8
g538,4,9
g5543,4,10
g562,4,8
n3674,4,11
n3675,4,14
n3672,2,6
n3673,2,6
n3670,3,5
n3671,2,6
g5547,4,10
n3678,3,10
n3679,2,8
n3676,4,12
n3677,3,10
g568,4,10
g554,4,6
g5555,4,10
g550,4,7
g5551,4,10
n3663,2,6
n4994,2,5
n3664,2,6
n4995,3,10
n3661,3,5
n4992,3,7
n3662,2,6
n4993,4,10
n4990,3,10
n3660,3,11
n3669,3,11
n3667,2,5
n4998,4,10
n3668,3,11
n4999,2,5
n3665,2,4
n3666,2,5
n4997,3,7
g559,4,8
n1390,1,2
g586,4,10
g3223,4,10
g34843,4,13
g4552,4,9
g582,4,6
g4558,4,8
g3227,4,10
n1396,1,2
n1395,1,2
n1398,1,2
g4555,4,8
n1397,1,2
n1392,1,2
n1391,1,2
n1394,1,2
g5889,4,10
n1393,1,2
n1399,1,2
g34849,6,15
g4561,4,8
g5893,4,6
g577,4,6
g572,4,10
g3231,4,6
n1385,1,2
n1384,1,2
g4567,4,7
n1387,1,2
g3235,4,10
n1386,1,3
g5897,4,10
n1381,1,3
n1380,1,2
n1383,1,2
g3239,4,10
n1382,1,2
n1389,1,2
n1388,1,2
g34839,0,0
g5863,4,8
g4531,4,8
g33534,6,14
g33533,0,0
g5869,4,8
g3203,4,10
g3207,4,10
g33536,3,7
g33535,6,14
g33538,6,15
g33537,4,9
g33539,6,15
g34850,6,15
g599,4,10
g5873,4,8
g595,4,6
g3211,4,10
g4540,4,7
g3215,4,10
g590,4,10
g3219,4,10
g5841,4,8
g4512,4,9
g5849,4,8
g4515,4,8
g34808,4,10
g4519,4,4
g34802,3,10
g34803,3,10
g34800,3,10
g34801,3,10
g34806,3,10
g34807,3,10
g34804,3,10
g34805,5,10
g4521,4,8
g4520,4,4
g5857,4,6
g5853,4,8
g4527,4,6
g5827,4,8
g5821,4,8
g5835,4,4
g4501,4,7
g5831,4,8
g4507,4,5
g4504,4,3
g33594,6,14
g33593,5,15
g33596,4,11
g33595,4,11
g33598,4,8
g33597,5,17
g33599,5,14
g5802,4,8
n6205,1,1
n6204,1,1
n6203,1,1
n6202,1,1
g33590,4,8
n6201,1,1
n6200,1,1
g33592,3,10
g33591,5,14
DFF_24_n1,4,8
n6209,1,1
n6208,1,1
g5808,4,10
n6207,1,1
n6206,1,1
g33583,5,14
g33582,4,8
g33585,5,15
g33584,3,10
g33587,4,11
g33586,6,15
g33589,5,17
g33588,4,11
g5813,4,8
g33581,5,17
g33580,4,11
g5817,4,9
n6227,1,1
n6226,1,1
n6225,1,1
n6224,1,1
n6223,1,1
n6222,1,1
n6221,1,1
n6220,1,1
n6229,1,1
n6228,1,1
n6216,1,1
n6215,1,1
n6214,1,1
n6213,1,1
n6212,1,1
n6211,1,1
n6210,1,1
n6219,1,1
n6218,1,1
n6217,1,1
g34882,4,8
g33550,4,8
n6241,1,1
n6240,1,1
g33552,3,10
g34880,6,15
g34881,6,15
g33551,5,14
g33554,6,15
g33553,5,15
g33556,4,11
g33555,4,11
n6249,1,1
n6248,1,1
n6247,1,1
n6246,1,1
n6245,1,1
n6244,1,1
n6243,1,1
n6242,1,1
g33558,4,8
g33557,5,17
g33559,5,14
n6230,1,1
g33541,4,13
g33540,6,16
g33543,4,13
g33542,6,16
g33545,6,15
g33544,3,10
n6238,1,1
n6237,1,1
n6236,1,1
n6235,1,1
n6234,1,1
n6233,1,1
n6232,1,1
n6231,1,1
n6239,1,1
g33547,4,11
g33546,6,15
g33549,5,17
g33548,4,11
g33572,4,11
n6263,1,1
g33571,4,11
n6262,1,1
g33574,4,8
n6261,1,1
g33573,5,17
n6260,1,1
g33576,3,10
g33575,5,14
g33578,6,15
g33577,5,15
n6269,1,1
n6268,1,1
n6267,1,1
n6266,1,1
g33570,6,15
n6265,1,1
n6264,1,1
g33579,4,11
g33561,5,15
n6252,1,1
g33560,3,10
n6251,1,1
g33563,4,11
n6250,1,1
g33562,6,15
g33565,5,17
g33564,4,11
g33567,5,14
g33566,4,8
DFF_709_n1,4,8
n6259,1,1
n6258,1,1
n6257,1,1
n6256,1,1
n6255,1,1
n6254,1,1
n6253,1,1
g33569,5,15
g33568,3,10
n6164,1,1
n6163,1,1
n6162,1,1
n6161,1,1
n6160,1,1
n6169,1,1
n6168,1,1
n6167,1,1
n6166,1,1
n6165,1,1
n6153,1,1
n6152,1,1
n6151,1,1
n6150,1,1
n6159,1,1
n6158,1,1
n6157,1,1
n6156,1,1
n6155,1,1
n6154,1,1
g8132,4,6
n6186,1,1
n6185,1,1
n6184,1,1
n6183,1,1
n6182,1,1
n6181,1,1
n6180,1,1
n6189,1,1
n6188,1,1
n6187,1,1
n3913,3,5
n3914,2,3
n3911,3,5
n3912,3,5
n3910,2,8
n3919,2,3
n3917,3,5
n3918,3,5
n3915,3,5
n3916,3,5
n6175,1,1
n6174,1,1
n6173,1,1
n6172,1,1
n6171,1,1
n6170,1,1
n6179,1,1
n6178,1,1
n6177,1,1
n6176,1,1
n3902,2,8
n3903,2,3
n3900,2,6
n3901,2,3
n3908,2,3
n3909,3,5
n3906,2,3
n3907,2,8
n3904,2,8
n3905,2,6
g32185,3,14
n2603,2,7
n3935,4,12
n2602,2,6
n2605,2,6
n3933,3,8
n2604,3,10
n3934,2,8
n3931,2,5
n3932,2,3
n2601,2,7
n2600,2,6
n3930,2,3
n2607,2,6
n3939,4,10
n2606,2,6
n2609,2,6
n2608,2,6
n3938,4,10
n6197,1,1
n6196,1,1
n6195,1,1
n6194,1,1
n6193,1,1
n6192,1,1
n6191,1,1
n6190,1,1
n6199,1,1
n6198,1,1
n3924,2,5
n3925,2,3
n3922,3,5
n3923,3,5
n3920,3,5
n3921,3,5
n3928,2,3
n3929,2,5
n3926,3,12
n3927,2,5
g16955,4,8
n3950,2,8
n2625,2,5
n3957,2,3
n2624,2,3
n3958,3,5
n2627,3,7
n3955,3,5
n2626,2,4
n3956,3,5
n2621,2,5
n3953,2,8
n2620,2,3
n3954,3,5
n2623,3,7
n3951,2,3
n2622,2,5
n3952,3,5
g608,4,10
g604,4,10
n2629,2,5
n2628,2,5
n3959,3,5
n2614,3,7
n3946,2,3
n2613,2,5
n3947,2,8
n2616,2,4
n3944,2,3
n2615,2,3
n3945,2,8
n2610,2,3
n3942,2,6
n3943,2,6
n2612,2,5
n3940,2,6
n2611,2,5
n3941,2,6
n2618,3,11
n2617,2,5
n3948,2,6
n2619,3,7
n3949,2,3
g622,4,10
g13068,4,8
n3971,2,3
n3972,2,5
n1310,1,2
n2641,3,10
n2640,4,15
n3970,2,5
n1316,1,2
n2647,2,6
n3979,2,3
n1315,1,2
n2646,2,6
n1318,1,2
n2649,2,6
n3977,2,3
n1317,1,2
n2648,2,6
n3978,2,8
n1312,1,3
n2643,3,10
n3975,2,3
n1311,1,3
n2642,3,12
n3976,2,6
n1314,1,2
n2645,4,16
n3973,2,3
n1313,1,2
n2644,2,8
n3974,2,5
g626,4,10
n1319,1,3
n3960,3,5
n3961,3,5
n2630,3,7
n1305,1,2
n2636,3,7
n3968,2,3
n1304,1,2
n2635,2,5
n3969,3,12
n1307,1,3
n2638,2,5
n3966,3,5
n1306,1,2
n2637,2,8
n3967,2,5
n1301,1,2
n2632,2,8
n3964,3,5
n1300,1,2
n2631,3,10
n3965,3,5
n1303,1,3
n2634,3,7
n3962,2,3
n1302,1,2
n2633,2,5
n3963,3,5
g617,4,10
n1309,1,4
n1308,1,2
n2639,3,7
g613,4,10
g3288,4,8
n1330,1,2
n2661,2,6
n3993,3,5
g13085,4,8
n2660,4,10
n3994,3,5
n1332,1,2
n2663,3,9
n3991,3,5
n1331,1,2
n2662,3,7
n3992,3,5
n3990,2,3
n1338,1,2
n2669,3,9
n1337,1,2
n2668,3,6
n3999,3,5
n1339,1,2
n1334,1,2
n2665,2,5
n3997,3,5
n1333,1,2
n2664,4,10
n3998,3,5
n1336,1,3
n2667,2,2
n3995,2,3
n1335,1,3
n2666,3,7
n3996,3,5
g645,4,8
n2650,4,10
n3982,2,3
n3983,2,8
g13099,4,8
n1321,1,2
n2652,3,7
n3980,2,8
n1320,1,3
n2651,2,5
n3981,2,6
n1327,1,3
n2658,3,7
n1326,1,2
n2657,2,5
n1329,1,2
n3988,3,5
n1328,1,3
n2659,2,2
n3989,3,5
n1323,1,2
n2654,3,11
n3986,2,8
n1322,1,2
n2653,2,5
n3987,3,5
n1325,1,2
n2656,4,10
n3984,2,3
n1324,1,2
n2655,2,2
n3985,3,5
test_so3,4,8
g3263,4,10
test_so4,4,10
g4593,4,8
test_so1,4,10
test_so2,4,10
test_so7,4,8
test_so8,4,7
g661,4,8
test_so5,4,10
test_so6,4,10
n1352,1,2
n2683,3,7
n1351,1,5
n2682,2,6
n1354,1,2
n2685,4,10
n1353,1,2
n2684,3,9
n1350,1,2
n2681,4,10
n2680,2,2
n1359,1,3
n1356,1,2
n2687,3,7
n1355,1,2
n2686,2,5
n1358,1,3
n2689,3,9
n1357,1,2
n2688,2,2
test_so9,4,6
g667,4,8
g13039,4,8
g655,4,8
g650,4,10
n1341,1,2
n2672,2,5
n1340,1,2
n2671,4,10
n1343,1,2
n2674,2,5
n1342,1,3
n2673,3,7
n2670,2,7
n1349,1,3
n1348,1,2
n2679,3,7
n1345,1,2
n2676,2,2
n1344,1,2
n2675,3,11
n1347,1,2
n2678,2,5
n1346,1,2
n2677,4,10
g4572,4,6
g13049,4,8
g4571,4,8
g686,4,10
g4570,4,8
g4575,4,7
g3243,4,10
g681,4,8
n1374,1,2
n1373,1,2
g4578,4,7
g3247,4,10
n1376,1,3
n1375,1,2
n1370,1,2
n1372,1,2
n1371,1,2
n1378,1,5
n1377,1,3
n1379,1,3
g676,4,6
g3251,4,10
g4581,4,8
g3255,4,10
g671,4,8
g4584,4,8
n1363,1,2
n2694,4,12
n1362,1,2
n2693,2,7
n1365,1,2
n2696,3,9
n1364,1,2
n2695,2,3
n2690,2,7
n1361,1,2
n2692,2,3
n1360,1,5
n2691,4,12
n1367,1,3
n2698,2,8
n1366,1,2
n2697,3,11
n1369,1,5
n1368,1,3
n2699,2,8
g3100,4,8
g4430,4,8
g3106,4,10
n1277,1,4
g4434,4,6
g4438,4,6
n1279,1,2
n1278,1,3
g33636,4,12
g33620,6,15
g3111,4,8
g33622,6,15
g33621,4,12
g691,4,8
n2595,2,3
n2594,2,6
g3115,4,9
n2597,2,6
n2596,2,6
n2591,2,4
n2590,2,6
g3119,4,8
n2593,2,6
n2592,3,7
n2599,2,7
g19334,4,6
n2598,2,6
g34956,3,10
g33624,6,15
g33623,4,12
g33626,6,15
g33625,4,12
g33627,4,12
n1291,1,2
g34980,2,7
n1290,1,2
g4411,4,4
n1297,1,2
n1296,1,2
n1299,1,3
n1298,1,2
n1293,1,2
n1292,1,2
g4417,4,7
n1295,1,2
n1294,1,2
g33659,3,6
g34970,4,20
g34971,4,19
g5752,4,8
n1280,1,2
g34974,4,20
g34975,4,19
g34972,2,7
n1286,1,2
n1285,1,2
n1288,1,2
g4423,4,8
n1287,1,2
n1282,1,2
n1281,1,2
n1284,1,2
g4427,4,7
n1283,1,2
n1289,1,2
g19357,4,6
g34978,4,19
g34979,4,19
g34976,4,19
g34977,4,19
DFF_829_n1,4,8
g34923,2,5
g34921,2,5
g34927,2,5
g34925,2,5
g4401,4,6
g4405,4,8
1'b0,0,0
g34919,2,5
1'b1,0,0
g34913,2,5
g34911,6,17
g34917,2,5
g34915,2,5
g33611,6,15
g33610,4,8
g5703,4,10
DFF_944_n1,4,8
g33613,6,15
g33612,4,12
g33615,5,13
g33614,4,12
g33617,4,10
g33616,4,10
g33619,4,12
g33618,6,15
g33600,3,10
g33609,6,15
g33602,6,14
g33601,5,15
g33604,4,11
g33603,4,11
g33606,4,8
g33605,5,17
g33608,5,14
g33607,5,14
g18096,1,1
g18095,1,1
g18094,1,1
g18092,1,1
n6106,1,1
n6105,1,1
n6104,1,1
n6103,1,1
n6102,1,1
g18099,1,1
n6101,1,1
g18098,1,1
n6100,1,1
g18097,1,1
n6109,1,1
n6108,1,1
n6107,1,1
n6120,1,1
n6128,1,1
n6127,1,1
n6126,1,1
n6125,1,1
n6124,1,1
n6123,1,1
n6122,1,1
n6121,1,1
n6129,1,1
g9251,4,6
n6117,1,1
n6116,1,1
n6115,1,1
n6114,1,1
n6113,1,1
n6112,1,1
n6111,1,1
n6110,1,1
g21698,1,1
n6119,1,1
n6118,1,1
n6142,1,1
n6141,1,1
n6140,1,1
n6149,1,1
n6148,1,1
n6147,1,1
n6146,1,1
n6145,1,1
n6144,1,1
n6143,1,1
n6131,1,1
n6130,1,1
n6139,1,1
n6138,1,1
n6137,1,1
n6136,1,1
n6135,1,1
n6134,1,1
n6133,1,1
n6132,1,1
n6043,1,1
n6042,1,1
n6041,1,1
n6040,1,1
n6049,1,1
n6048,1,1
n6047,1,1
n6046,1,1
n6045,1,1
n6044,1,1
n6032,1,1
n6031,1,1
n6030,1,1
test_se,0,0
n6039,1,1
n6038,1,1
n6037,1,1
n6036,1,1
n6035,1,1
n6034,1,1
n6033,1,1
n6065,1,1
n6064,1,1
n6063,1,1
n6062,1,2
n6061,1,2
n6060,1,2
g14451,4,8
n6069,1,1
n6068,1,1
n6067,1,1
n6066,1,1
n6054,1,1
n6053,1,1
n6052,1,1
n6051,1,1
n6050,1,1
n6059,1,2
n6058,1,2
n6057,1,1
n6056,1,1
n6055,1,1
g25114,0,0
n6087,1,1
n6086,1,1
n6085,1,1
n6084,1,1
n6083,1,1
n6082,1,1
n6081,1,1
n6080,1,1
n6089,1,1
n6088,1,1
n3814,2,3
n3815,3,5
n3812,3,5
n3813,3,5
n3810,2,8
n3811,3,5
n6090,1,1
g703,4,9
n3818,3,5
n3819,2,3
n3816,3,5
n3817,3,5
n6076,1,1
n6075,1,1
n6074,1,1
n6073,1,1
n6072,1,1
n6071,1,1
n6070,1,1
n6079,1,1
n6078,1,1
n6077,1,1
n3803,2,3
n3804,2,8
n3801,2,3
n3802,2,8
n3800,2,6
n3809,3,5
n3807,2,8
n3808,2,3
n3805,2,6
n3806,2,3
n2504,4,4
n3836,2,8
n2503,5,10
n3837,2,3
n2506,2,6
n3834,2,6
n2505,2,5
n3835,2,3
n2500,4,5
n3832,2,3
n3833,2,7
n2502,2,5
n3830,2,3
n3831,2,5
g728,4,8
n2508,2,6
n2507,2,6
g723,4,6
n3838,2,8
n2509,2,6
n3839,2,6
n6098,1,1
n6097,1,1
n6096,1,1
n6095,1,1
n6094,1,1
n6093,1,1
n6092,1,1
g14421,4,8
n6091,1,1
n6099,1,1
n3825,2,3
n3826,3,12
n3823,3,5
n3824,2,5
n3821,3,5
n3822,3,5
n3820,3,5
g718,4,8
n3829,2,5
n3827,2,5
n3828,2,3
g3187,4,10
n3850,3,5
n3851,3,5
n3858,2,5
n2525,2,5
n3859,2,3
n2528,3,11
n3856,3,5
n2527,2,6
n3857,3,5
g25167,0,0
n2522,2,2
n3854,3,5
n2521,2,2
n3855,3,5
n2524,2,1
n3852,3,5
n2523,2,2
n3853,2,3
n2529,2,1
g3191,4,10
g744,4,10
g732,4,9
g3199,4,10
n3840,2,3
n2515,2,6
n3847,3,5
n2514,5,10
n3848,2,3
n3845,3,5
n2516,2,1
n3846,3,5
n3843,3,5
n2510,5,10
n3844,2,8
n2513,5,10
n3841,2,8
n2512,5,10
n3842,2,3
g736,4,8
n2519,2,1
n2518,2,2
n3849,3,5
g4495,4,7
g763,4,10
g4492,4,8
g3161,4,6
g3167,4,8
g4498,4,7
n2540,2,2
n3872,2,6
n3873,2,3
n3870,2,3
n3871,2,8
n2548,2,6
n2547,2,6
n3878,3,5
n2549,4,2
n3879,3,5
n2544,2,4
n3876,3,5
n2543,2,4
n3877,2,8
n2546,3,9
n3874,2,8
n2545,2,6
n3875,2,3
g3171,4,8
g767,4,10
g753,4,8
g3179,4,6
n3861,2,5
n3862,2,3
n2531,3,11
n3860,3,12
n2537,2,1
n3869,2,8
n2536,2,6
n3867,2,6
n2538,2,1
n3868,2,3
n2533,2,1
n3865,2,5
n2532,2,2
n3866,2,3
n2535,2,2
n3863,2,5
n2534,2,2
n3864,2,3
g758,4,10
g4473,4,8
g785,4,10
g4477,4,4
g781,4,10
g3143,4,9
n2562,2,6
n3894,2,5
n2561,2,6
n3895,2,3
n2564,3,7
n3892,2,3
g3147,4,8
n2563,2,8
n3893,3,12
n3890,3,5
n3891,2,5
n2560,2,5
n2569,2,3
n2566,2,6
n3898,2,5
n2565,2,8
n3899,2,3
n2568,2,4
n3896,2,5
n2567,2,6
n3897,2,3
g4480,4,7
g776,4,10
g4483,4,8
g3151,4,8
g772,4,10
g3155,4,7
n2551,2,4
n3883,3,5
n2550,3,9
n3884,3,5
n2553,2,6
n3881,2,3
g4489,4,8
n2552,2,6
n3882,3,5
n3880,3,5
n2559,2,3
n2558,2,4
n3889,3,5
n2555,2,6
n3887,3,5
n2554,2,6
n3888,3,5
n3885,3,5
n2556,2,6
n3886,2,3
g4455,4,8
g4459,4,6
n2584,3,9
n2583,3,12
n2586,3,9
g3125,4,4
n2585,3,8
n2580,2,5
n2582,3,6
g3129,4,8
n2581,2,7
n2588,3,7
n2587,2,2
n2589,2,7
g4462,4,8
g794,4,10
g3133,4,8
g3139,4,4
g790,4,10
n2573,2,8
n2572,2,6
n2575,2,8
n2574,3,7
n2571,2,6
n2570,2,5
n2577,2,6
n2576,2,6
n2579,2,7
n2578,3,7
g2130,4,8
g4793,4,8
g3462,4,8
g2138,4,10
g3466,4,5
g32429,0,0
g3470,4,8
g3476,4,4
g2145,4,6
g2112,4,9
g4771,4,8
g2116,4,8
g4776,4,10
g2122,4,8
g4785,4,10
g3451,4,8
g2126,4,8
n6403,1,1
n6402,1,1
g4754,4,8
n6401,1,1
n6400,1,1
g21727,2,5
n6409,1,1
n6408,1,1
n6407,1,1
n6406,1,1
n6405,1,1
n6404,1,1
g4760,4,8
g2102,4,8
g4765,4,4
g2108,4,8
DFF_1012_n1,4,8
n6425,1,1
n6424,1,1
g4732,4,10
g3401,4,8
n6423,1,1
n6422,1,1
n6421,1,1
g4737,4,10
n6420,1,1
n6429,1,1
n6428,1,1
n6427,1,1
n6426,1,1
n6414,1,1
n6413,1,1
g4743,4,8
n6412,1,1
g18101,1,1
n6411,1,1
g18100,1,1
n6410,1,1
n6419,1,1
n6418,1,1
n6417,1,1
n6416,1,1
n6415,1,1
n5115,2,7
n6447,1,1
n5116,3,6
n6446,1,1
n5113,4,14
n6445,1,1
n5114,3,10
n6444,1,1
n5111,2,5
n6443,1,1
n5112,2,6
n6442,1,1
n6441,1,1
n5110,2,4
n6440,1,1
g4717,4,10
n5119,2,3
n5117,3,7
n6449,1,1
n5118,3,11
n6448,1,1
n5104,3,9
n6436,1,1
g4722,4,10
n5105,2,7
n6435,1,1
n5102,2,3
n6434,1,1
n5103,2,5
n6433,1,1
g4727,4,8
n5100,3,8
n6432,1,1
n5101,4,12
n6431,1,1
n6430,1,1
n5109,3,10
n6439,1,1
n5106,3,10
n6438,1,1
n5107,2,8
n6437,1,1
n6461,1,1
n5130,2,8
n6460,1,1
n5137,5,20
n6469,1,1
n5138,2,8
n6468,1,1
n5135,4,13
n6467,1,1
n5136,5,20
n6466,1,1
n5133,2,3
n6465,1,1
n5134,2,6
n6464,1,1
n5131,2,8
n6463,1,1
n5132,2,6
n6462,1,1
n5139,2,6
n6450,1,1
n5126,2,8
n6458,1,1
n5127,4,16
n6457,1,1
n5124,3,10
n6456,1,1
n5125,2,8
n6455,1,1
n5122,3,7
n6454,1,1
g4704,4,8
n5123,2,7
n6453,1,1
n5120,2,3
n6452,1,1
n5121,2,5
n6451,1,1
g4709,4,10
n5128,4,16
n5129,4,9
n6459,1,1
n5151,2,8
n6483,1,1
n5152,5,17
n6482,1,1
n6481,1,1
n5150,4,16
n6480,1,1
g8277,4,8
g8279,4,6
n5159,2,6
n5157,5,17
n6489,1,1
n5158,2,8
n6488,1,1
n5155,4,16
n6487,1,1
n5156,2,8
n6486,1,1
n5153,2,8
n6485,1,1
n5154,2,6
n6484,1,1
g8283,4,8
n5140,4,16
n6472,1,1
n5141,2,8
n6471,1,1
n6470,1,1
g32454,0,0
n5148,2,8
n5149,2,6
n6479,1,1
n5146,2,8
n6478,1,1
n5147,5,17
n6477,1,1
n5144,2,6
n6476,1,1
n5145,4,16
n6475,1,1
n5142,5,17
n6474,1,1
n5143,2,8
n6473,1,1
g8291,4,8
n5173,3,7
n5174,2,8
n5171,2,4
n5172,3,12
n5170,3,8
n5179,4,16
n5177,2,8
n5178,4,16
n5175,4,16
n5176,4,14
n2900,4,10
n2902,4,10
n2901,2,6
n2908,2,8
n2907,2,7
n2909,2,4
n2904,4,11
n2903,2,6
n2906,2,2
n2905,3,10
n5162,5,17
n6494,1,1
n5163,2,8
n6493,1,1
n5160,4,16
n6492,1,1
n5161,2,8
n6491,1,1
n6490,1,1
n5168,2,8
n5169,2,6
n6499,1,1
n5166,4,13
n6498,1,1
n5167,3,12
n6497,1,1
n5164,4,12
n6496,1,1
n5165,4,16
n6495,1,1
g8358,4,8
n5074,2,7
n5075,3,12
n5072,2,4
n5073,2,7
n5070,2,6
g8353,4,4
n5071,3,9
n5078,3,6
n5079,3,7
n5076,2,5
n5077,3,11
n2801,4,10
n2800,2,8
n2803,2,6
n2802,2,6
n2809,4,10
n2808,2,6
n2805,2,6
n2804,4,10
n2807,4,10
n2806,2,6
n5063,2,4
n6395,1,1
n5064,2,3
n6394,1,1
n5061,2,2
n6393,1,1
n5062,2,6
n6392,1,1
n6391,1,1
n5060,3,12
n6390,1,1
n5069,5,17
g25219,4,8
n5067,2,8
n6399,1,1
n5068,4,11
n6398,1,1
n5065,3,5
n6397,1,1
n5066,2,8
n6396,1,1
n5096,2,6
n5097,2,4
n5094,2,8
n5095,3,9
n5092,5,17
n5093,2,6
n5090,2,8
n5091,4,11
n5098,2,6
n5099,3,7
n2823,2,8
n2822,5,15
n2825,4,10
n2824,2,8
n2821,3,11
g807,4,10
n2820,3,12
n2827,2,6
n2826,2,6
n2829,2,6
n2828,4,10
g13259,4,8
n5085,2,2
n5086,2,6
n5083,3,11
n5084,3,12
n5081,4,10
g8342,4,8
n5082,2,5
g8344,4,6
n5080,5,10
n5089,3,5
n5087,2,3
n5088,2,3
n2812,3,9
n2811,4,11
n2814,2,7
n2813,3,10
n2810,2,6
g9682,4,6
n2819,2,6
g9680,4,8
n2816,3,11
n2815,2,4
n2818,2,3
n2817,2,2
n1514,1,2
n2845,5,15
n1513,1,2
n2844,3,11
n1516,1,3
n2847,2,8
n2846,2,8
n1510,1,2
n2841,2,3
n2840,2,2
n2843,3,12
n1511,1,2
n2842,2,6
g827,4,10
g14518,4,8
n2849,2,6
n2848,4,10
g822,4,8
n1519,1,2
n1503,1,2
n2834,2,6
n1502,1,2
n2833,4,10
n2836,3,9
n1504,1,2
n2835,4,11
n2830,2,6
n2832,2,6
g27831,3,10
n2831,4,10
g817,4,8
n2838,2,4
g812,4,8
n2837,3,10
n1509,1,2
n2839,3,11
n2861,2,4
n2860,3,10
n2867,3,11
n1535,1,2
n2866,3,12
n1538,1,4
n2869,2,8
n2868,5,15
n1532,1,3
n2863,2,2
n2862,3,11
n1534,1,2
n2865,2,6
n2864,2,3
g847,4,8
n1539,1,4
g843,4,7
n2850,2,6
n2856,4,10
n2855,2,6
n1527,1,2
n2858,4,11
n2857,2,6
n2852,2,6
n2851,4,10
n1523,1,2
n2854,4,10
n1522,1,2
n2853,2,6
g837,4,8
n2859,3,9
g832,4,8
g862,4,8
n2881,4,11
n2880,2,6
n1552,1,2
n2883,3,10
n2882,3,9
n1558,1,3
n2889,2,6
n1557,1,2
n2888,2,2
n1559,1,2
n1554,1,2
n2885,2,4
n2884,3,4
n1556,1,2
n2887,2,3
n1555,1,3
n2886,3,12
n2870,2,8
n2872,2,6
n1540,1,4
n2871,4,10
g9617,4,2
g9615,4,8
n2878,2,6
n1546,1,2
n2877,4,10
n1549,1,2
n1548,1,3
n2879,4,10
n2874,4,10
n2873,2,6
n2876,2,6
n1544,1,2
n2875,2,6
g854,4,6
g2193,4,8
g2197,4,9
n1572,1,3
n1571,1,2
n1574,1,2
n1573,1,2
n1570,1,4
n1576,1,2
n1578,1,2
n1577,1,2
g872,4,8
n1561,1,2
n2892,5,17
n1560,1,3
n2891,3,12
n1563,1,2
n2894,4,10
n1562,1,3
n2893,3,5
n2890,3,12
n2899,2,5
n1565,1,2
n2896,2,5
n1564,1,3
n2895,2,6
n2898,2,6
n1566,1,2
n2897,4,10
g2173,4,8
g14597,4,8
n1594,1,2
n1590,1,3
n1591,1,4
n1599,1,3
g2181,4,8
g896,4,6
g2185,4,9
g890,4,8
n1583,1,3
g13272,4,8
n1582,1,3
n1581,1,2
g25259,0,0
n1589,1,2
g3480,4,8
g2153,4,7
g3484,4,8
g3490,4,4
g3494,4,9
g2161,4,8
g3498,4,8
g2165,4,10
g2169,4,8
g2012,4,8
g4674,4,6
g3343,4,8
g33874,3,11
g20557,4,10
g2016,4,8
g3347,4,7
g4681,4,6
g2024,4,8
g3352,4,10
g21899,4,8
g2028,4,9
g4688,4,6
g21897,4,8
g21898,4,8
g21891,4,10
g21892,4,10
